Series W 1—7167 / Sub-annually resolved meteorological data
ID	NO	START 2	YBC D13C	CF 3	START 3	ATM D13C	CF 4	END	
W 5903	5903	27 Jun 1634	-9.96802729202949	Ridley [Supp]	xnp	xnp	xnp	###	
W 5905	5905	19 May 1634	-9.53210460126986	Ridley [Supp]	xnp	xnp	xnp	###	
W 5907	5907	11 Apr 1634	-9.47464206476063	Ridley [Supp]	xnp	xnp	xnp	###	
W 5909	5909	2 Mar 1634	-9.60541887198852	Ridley [Supp]	xnp	xnp	xnp	###	
W 5911	5911	23 Jan 1634	-9.48058646508917	Ridley [Supp]	xnp	xnp	xnp	###	
W 5913	5913	12 Dec 1633	-9.59452080471953	Ridley [Supp]	xnp	xnp	xnp	###	
W 5915	5915	1 Nov 1633	-9.77582501474001	Ridley [Supp]	xnp	xnp	xnp	###	
W 5917	5917	19 Sep 1633	-9.82437095075643	Ridley [Supp]	xnp	xnp	xnp	###	
W 5919	5919	6 Aug 1633	-9.86300955289194	Ridley [Supp]	xnp	xnp	xnp	###	
W 5921	5921	11 Jun 1633	-9.4974289326867	Ridley [Supp]	xnp	xnp	xnp	###	
W 5923	5923	11 Apr 1633	-9.3983555938777	Ridley [Supp]	xnp	xnp	xnp	###	
W 5925	5925	17 Feb 1633	-9.40727219437051	Ridley [Supp]	xnp	xnp	xnp	###	
W 5927	5927	26 Dec 1632	-9.48653086541771	Ridley [Supp]	xnp	xnp	xnp	###	
W 5929	5929	7 Nov 1632	-9.60343740521234	Ridley [Supp]	xnp	xnp	xnp	###	
W 5931	5931	20 Sep 1632	-9.82635241753261	Ridley [Supp]	xnp	xnp	xnp	###	
W 5933	5933	6 Aug 1632	-9.91452768907262	Ridley [Supp]	xnp	xnp	xnp	###	
W 5935	5935	2 Jul 1632	-9.90362962180363	Ridley [Supp]	xnp	xnp	xnp	###	
W 5937	5937	11 Jun 1632	-9.56182660291256	Ridley [Supp]	xnp	xnp	xnp	###	
W 5939	5939	28 May 1632	-9.28640272102352	Ridley [Supp]	xnp	xnp	xnp	###	
W 5941	5941	10 May 1632	-9.15661664718372	Ridley [Supp]	xnp	xnp	xnp	###	
W 5943	5943	11 Apr 1632	-9.07141357580797	Ridley [Supp]	xnp	xnp	xnp	###	
W 5945	5945	19 Feb 1632	-9.34881892447319	Ridley [Supp]	xnp	xnp	xnp	###	
W 5947	5947	12 Dec 1631	-9.61334473909324	Ridley [Supp]	xnp	xnp	xnp	###	
W 5949	5949	2 Oct 1631	-9.96505509186522	Ridley [Supp]	xnp	xnp	xnp	###	
W 5951	5951	6 Aug 1631	-10.0225176283744	Ridley [Supp]	xnp	xnp	xnp	###	
W 5953	5953	3 Jul 1631	-9.81446361687553	Ridley [Supp]	xnp	xnp	xnp	###	
W 5955	5955	16 Jun 1631	-10.0056751607769	Ridley [Supp]	xnp	xnp	xnp	###	
W 5957	5957	11 Jun 1631	-9.87588908693711	Ridley [Supp]	xnp	xnp	xnp	###	
W 5959	5959	9 Jun 1631	-9.37457799256354	Ridley [Supp]	xnp	xnp	xnp	###	
W 5961	5961	2 Jun 1631	-9.37755019272781	Ridley [Supp]	xnp	xnp	xnp	###	
W 5963	5963	16 May 1631	-9.53111386788177	Ridley [Supp]	xnp	xnp	xnp	###	
W 5965	5965	11 Apr 1631	-9.35476332480173	Ridley [Supp]	xnp	xnp	xnp	###	
W 5967	5967	26 Jan 1631	-9.46869766443209	Ridley [Supp]	xnp	xnp	xnp	###	
W 5969	5969	17 Oct 1630	-9.69260341014045	Ridley [Supp]	xnp	xnp	xnp	###	
W 5971	5971	6 Aug 1630	-9.83130608447306	Ridley [Supp]	xnp	xnp	xnp	###	
W 5973	5973	3 Jul 1630	-9.8174358170398	Ridley [Supp]	xnp	xnp	xnp	###	
W 5975	5975	9 Jun 1630	-9.71836247823079	Ridley [Supp]	xnp	xnp	xnp	###	
W 5977	5977	15 May 1630	-9.3181061894424	Ridley [Supp]	xnp	xnp	xnp	###	
W 5979	5979	11 Apr 1630	-9.23488458484283	Ridley [Supp]	xnp	xnp	xnp	###	
W 5981	5981	23 Feb 1630	-9.70032204252139	Ridley [Supp]	xnp	xnp	xnp	###	
W 5983	5983	29 Dec 1629	-9.38742442124062	Ridley [Supp]	xnp	xnp	xnp	###	
W 5985	5985	3 Nov 1629	-9.66007797547563	Ridley [Supp]	xnp	xnp	xnp	###	
W 5987	5987	13 Sep 1629	-9.66108407715177	Ridley [Supp]	xnp	xnp	xnp	###	
W 5989	5989	6 Aug 1629	-9.76873695649918	Ridley [Supp]	xnp	xnp	xnp	###	
W 5991	5991	11 Jul 1629	-9.69529153414067	Ridley [Supp]	xnp	xnp	xnp	###	
W 5993	5993	22 Jun 1629	-9.58965085814555	Ridley [Supp]	xnp	xnp	xnp	###	
W 5995	5995	7 Jun 1629	-9.75163322800473	Ridley [Supp]	xnp	xnp	xnp	###	
W 5997	5997	23 May 1629	-9.69026102575995	Ridley [Supp]	xnp	xnp	xnp	###	
W 5999	5999	5 May 1629	-9.59870577323085	Ridley [Supp]	xnp	xnp	xnp	###	
W 6001	6001	11 Apr 1629	-9.28178374524551	Ridley [Supp]	xnp	xnp	xnp	###	
W 6003	6003	13 Mar 1629	-9.36327798101317	Ridley [Supp]	xnp	xnp	xnp	###	
W 6005	6005	14 Feb 1629	-9.32605221899584	Ridley [Supp]	xnp	xnp	xnp	###	
W 6007	6007	16 Jan 1629	-9.34013764246186	Ridley [Supp]	xnp	xnp	xnp	###	
W 6009	6009	17 Dec 1628	-9.37836950615533	Ridley [Supp]	xnp	xnp	xnp	###	
W 6011	6011	16 Nov 1628	-9.38943662459291	Ridley [Supp]	xnp	xnp	xnp	###	
W 6013	6013	15 Oct 1628	-9.39044272626905	Ridley [Supp]	xnp	xnp	xnp	###	
W 6015	6015	11 Sep 1628	-9.59568746820242	Ridley [Supp]	xnp	xnp	xnp	###	
W 6017	6017	6 Aug 1628	-9.66007797547563	Ridley [Supp]	xnp	xnp	xnp	###	
W 6019	6019	29 Jun 1628	-9.52123594416777	Ridley [Supp]	xnp	xnp	xnp	###	
W 6021	6021	21 May 1628	-9.45583933521841	Ridley [Supp]	xnp	xnp	xnp	###	
W 6023	6023	11 Apr 1628	-9.19525900109713	Ridley [Supp]	xnp	xnp	xnp	###	
W 6025	6025	1 Mar 1628	-9.22041154300073	Ridley [Supp]	xnp	xnp	xnp	###	
W 6027	6027	19 Jan 1628	-9.27172272848407	Ridley [Supp]	xnp	xnp	xnp	###	
W 6029	6029	7 Dec 1627	-9.44779052180926	Ridley [Supp]	xnp	xnp	xnp	###	
W 6031	6031	26 Oct 1627	-9.39346103129749	Ridley [Supp]	xnp	xnp	xnp	###	
W 6033	6033	15 Sep 1627	-9.57355323132725	Ridley [Supp]	xnp	xnp	xnp	###	
W 6035	6035	6 Aug 1627	-9.60977289166843	Ridley [Supp]	xnp	xnp	xnp	###	
W 6037	6037	3 Jul 1627	-9.47696747041743	Ridley [Supp]	xnp	xnp	xnp	###	
W 6039	6039	6 Jun 1627	-9.53129696092921	Ridley [Supp]	xnp	xnp	xnp	###	
W 6041	6041	11 May 1627	-9.30693628714911	Ridley [Supp]	xnp	xnp	xnp	###	
W 6043	6043	11 Apr 1627	-9.04132544464711	Ridley [Supp]	xnp	xnp	xnp	###	
W 6045	6045	3 Mar 1627	-9.26065561004649	Ridley [Supp]	xnp	xnp	xnp	###	
W 6047	6047	20 Jan 1627	-9.30995459217754	Ridley [Supp]	xnp	xnp	xnp	###	
W 6049	6049	5 Dec 1626	-9.48803458885502	Ridley [Supp]	xnp	xnp	xnp	###	
W 6051	6051	21 Oct 1626	-9.62587051848674	Ridley [Supp]	xnp	xnp	xnp	###	
W 6053	6053	10 Sep 1626	-9.5906569598217	Ridley [Supp]	xnp	xnp	xnp	###	
W 6055	6055	6 Aug 1626	-9.66309628050406	Ridley [Supp]	xnp	xnp	xnp	###	
W 6057	6057	7 Jul 1626	-9.62486441681059	Ridley [Supp]	xnp	xnp	xnp	###	
W 6059	6059	8 Jun 1626	-9.53129696092921	Ridley [Supp]	xnp	xnp	xnp	###	
W 6061	6061	10 May 1626	-9.39647933632592	Ridley [Supp]	xnp	xnp	xnp	###	
W 6063	6063	11 Apr 1626	-9.05339866476084	Ridley [Supp]	xnp	xnp	xnp	###	
W 6065	6065	11 Mar 1626	-9.21638713629615	Ridley [Supp]	xnp	xnp	xnp	###	
W 6067	6067	11 Feb 1626	-9.34416204916643	Ridley [Supp]	xnp	xnp	xnp	###	
W 6069	6069	12 Jan 1626	-9.42867458996252	Ridley [Supp]	xnp	xnp	xnp	###	
W 6071	6071	11 Dec 1625	-9.45080882683769	Ridley [Supp]	xnp	xnp	xnp	###	
W 6073	6073	10 Nov 1625	-9.60977289166843	Ridley [Supp]	xnp	xnp	xnp	###	
W 6075	6075	10 Oct 1625	-9.54840068942365	Ridley [Supp]	xnp	xnp	xnp	###	
W 6077	6077	8 Sep 1625	-9.62788272183902	Ridley [Supp]	xnp	xnp	xnp	###	
W 6079	6079	6 Aug 1625	-9.77083435834359	Ridley [Supp]	xnp	xnp	xnp	###	
W 6081	6081	30 Jun 1625	-9.43810065600656	Ridley [Supp]	xnp	xnp	xnp	###	
W 6083	6083	21 May 1625	-9.29110188601886	Ridley [Supp]	xnp	xnp	xnp	###	
W 6085	6085	11 Apr 1625	-9.03286080360804	Ridley [Supp]	xnp	xnp	xnp	###	
W 6087	6087	5 Mar 1625	-9.16893398933989	Ridley [Supp]	xnp	xnp	xnp	###	
W 6089	6089	29 Jan 1625	-9.14410311603116	Ridley [Supp]	xnp	xnp	xnp	###	
W 6091	6091	25 Dec 1624	-9.0785496104961	Ridley [Supp]	xnp	xnp	xnp	###	
W 6093	6093	21 Nov 1624	-9.15602193521936	Ridley [Supp]	xnp	xnp	xnp	###	
W 6095	6095	17 Oct 1624	-9.28116953669537	Ridley [Supp]	xnp	xnp	xnp	###	
W 6097	6097	12 Sep 1624	-9.51557298072981	Ridley [Supp]	xnp	xnp	xnp	###	
W 6099	6099	6 Aug 1624	-9.55629561295613	Ridley [Supp]	xnp	xnp	xnp	###	
W 6101	6101	8 Jun 1624	-9.19475809758098	Ridley [Supp]	xnp	xnp	xnp	###	
W 6103	6103	11 Apr 1624	-8.80938294382944	Ridley [Supp]	xnp	xnp	xnp	###	
W 6105	6105	6 Mar 1624	-8.84911234112341	Ridley [Supp]	xnp	xnp	xnp	###	
W 6107	6107	3 Feb 1624	-8.89281467814678	Ridley [Supp]	xnp	xnp	xnp	###	
W 6109	6109	5 Jan 1624	-8.99511787617876	Ridley [Supp]	xnp	xnp	xnp	###	
W 6111	6111	7 Dec 1623	-8.98220582205822	Ridley [Supp]	xnp	xnp	xnp	###	
W 6113	6113	9 Nov 1623	-9.03186756867569	Ridley [Supp]	xnp	xnp	xnp	###	
W 6115	6115	11 Oct 1623	-9.02988109881099	Ridley [Supp]	xnp	xnp	xnp	###	
W 6117	6117	10 Sep 1623	-9.11629253792538	Ridley [Supp]	xnp	xnp	xnp	###	
W 6119	6119	6 Aug 1623	-9.4529991799918	Ridley [Supp]	xnp	xnp	xnp	###	
W 6121	6121	28 Jun 1623	-9.08053608036081	Ridley [Supp]	xnp	xnp	xnp	###	
W 6123	6123	18 May 1623	-9.00505022550226	Ridley [Supp]	xnp	xnp	xnp	###	
W 6125	6125	11 Apr 1623	-8.89678761787618	Ridley [Supp]	xnp	xnp	xnp	###	
W 6127	6127	8 Mar 1623	-9.07873862872353	Ridley [Supp]	xnp	xnp	xnp	###	
W 6129	6129	6 Feb 1623	-9.16050685363812	Ridley [Supp]	xnp	xnp	xnp	###	
W 6131	6131	8 Jan 1623	-9.23429769075616	Ridley [Supp]	xnp	xnp	xnp	###	
W 6133	6133	9 Dec 1622	-9.20936835389196	Ridley [Supp]	xnp	xnp	xnp	###	
W 6135	6135	10 Nov 1622	-9.08472166957094	Ridley [Supp]	xnp	xnp	xnp	###	
W 6137	6137	11 Oct 1622	-9.26620724194234	Ridley [Supp]	xnp	xnp	xnp	###	
W 6139	6139	9 Sep 1622	-9.42974369177152	Ridley [Supp]	xnp	xnp	xnp	###	
W 6141	6141	6 Aug 1622	-9.50752322278783	Ridley [Supp]	xnp	xnp	xnp	###	
W 6143	6143	28 Jun 1622	-9.35595285465348	Ridley [Supp]	xnp	xnp	xnp	###	
W 6145	6145	19 May 1622	-9.15950968016356	Ridley [Supp]	xnp	xnp	xnp	###	
W 6147	6147	11 Apr 1622	-8.86833502558966	Ridley [Supp]	xnp	xnp	xnp	###	
W 6149	6149	5 Mar 1622	-9.03785451626624	Ridley [Supp]	xnp	xnp	xnp	###	
W 6151	6151	28 Jan 1622	-9.01192800592747	Ridley [Supp]	xnp	xnp	xnp	###	
W 6153	6153	23 Dec 1621	-9.03386582236797	Ridley [Supp]	xnp	xnp	xnp	###	
W 6155	6155	18 Nov 1621	-9.20936835389196	Ridley [Supp]	xnp	xnp	xnp	###	
W 6157	6157	14 Oct 1621	-9.20537965999369	Ridley [Supp]	xnp	xnp	xnp	###	
W 6159	6159	9 Sep 1621	-9.1455492515196	Ridley [Supp]	xnp	xnp	xnp	###	
W 6161	6161	6 Aug 1621	-9.26321572151864	Ridley [Supp]	xnp	xnp	xnp	###	
W 6163	6163	9 Jul 1621	-8.93414847491116	Ridley [Supp]	xnp	xnp	xnp	###	
W 6165	6165	21 Jun 1621	-8.74667986169235	Ridley [Supp]	xnp	xnp	xnp	###	
W 6167	6167	5 Jun 1621	-8.72873073915012	Ridley [Supp]	xnp	xnp	xnp	###	
W 6169	6169	15 May 1621	-8.70679292270962	Ridley [Supp]	xnp	xnp	xnp	###	
W 6171	6171	11 Apr 1621	-8.60807274872738	Ridley [Supp]	xnp	xnp	xnp	###	
W 6173	6173	1 Feb 1621	-8.86534350516595	Ridley [Supp]	xnp	xnp	xnp	###	
W 6175	6175	28 Oct 1620	-9.34598111990779	Ridley [Supp]	xnp	xnp	xnp	###	
W 6177	6177	6 Aug 1620	-9.52946103922833	Ridley [Supp]	xnp	xnp	xnp	###	
W 6179	6179	4 Jun 1620	-9.34398677295866	Ridley [Supp]	xnp	xnp	xnp	###	
W 6181	6181	11 Apr 1620	-8.90124175025041	Ridley [Supp]	xnp	xnp	xnp	###	
W 6183	6183	27 Feb 1620	-8.99597323033438	Ridley [Supp]	xnp	xnp	xnp	###	
W 6185	6185	19 Jan 1620	-9.24127790507814	Ridley [Supp]	xnp	xnp	xnp	###	
W 6187	6187	13 Dec 1619	-9.57931971295674	Ridley [Supp]	xnp	xnp	xnp	###	
W 6189	6189	6 Nov 1619	-9.50054300846586	Ridley [Supp]	xnp	xnp	xnp	###	
W 6191	6191	25 Sep 1619	-9.64214164185453	Ridley [Supp]	xnp	xnp	xnp	###	
W 6193	6193	6 Aug 1619	-9.70596074422689	Ridley [Supp]	xnp	xnp	xnp	###	
W 6195	6195	9 Jun 1619	-9.60624339677008	Ridley [Supp]	xnp	xnp	xnp	###	
W 6197	6197	11 Apr 1619	-9.34996981380607	Ridley [Supp]	xnp	xnp	xnp	###	
W 6199	6199	9 Feb 1619	-9.40581152838188	Ridley [Supp]	xnp	xnp	xnp	###	
W 6201	6201	6 Dec 1618	-9.42874651829695	Ridley [Supp]	xnp	xnp	xnp	###	
W 6203	6203	5 Oct 1618	-9.59228296812612	Ridley [Supp]	xnp	xnp	xnp	###	
W 6205	6205	6 Aug 1618	-9.69598900948121	Ridley [Supp]	xnp	xnp	xnp	###	
W 6207	6207	25 Jun 1618	-9.65111620312564	Ridley [Supp]	xnp	xnp	xnp	###	
W 6209	6209	2 Jun 1618	-9.67405119304071	Ridley [Supp]	xnp	xnp	xnp	###	
W 6211	6211	13 May 1618	-9.57931971295674	Ridley [Supp]	xnp	xnp	xnp	###	
W 6213	6213	11 Apr 1618	-9.33999807906038	Ridley [Supp]	xnp	xnp	xnp	###	
W 6215	6215	24 Feb 1618	-9.34697829338236	Ridley [Supp]	xnp	xnp	xnp	###	
W 6217	6217	4 Jan 1618	-9.52946103922833	Ridley [Supp]	xnp	xnp	xnp	###	
W 6219	6219	12 Nov 1617	-9.52846386575376	Ridley [Supp]	xnp	xnp	xnp	###	
W 6221	6221	22 Sep 1617	-9.50453170236413	Ridley [Supp]	xnp	xnp	xnp	###	
W 6223	6223	6 Aug 1617	-9.79770070388716	Ridley [Supp]	xnp	xnp	xnp	###	
W 6225	6225	26 Jun 1617	-9.52248082490635	Ridley [Supp]	xnp	xnp	xnp	###	
W 6227	6227	21 May 1617	-9.6198031547208	Ridley [Supp]	xnp	xnp	xnp	###	
W 6229	6229	11 Apr 1617	-9.3773162993908	Ridley [Supp]	xnp	xnp	xnp	###	
W 6231	6231	17 Feb 1617	-9.71023882617584	Ridley [Supp]	xnp	xnp	xnp	###	
W 6233	6233	11 Dec 1616	-9.56116903806314	Ridley [Supp]	xnp	xnp	xnp	###	
W 6235	6235	5 Oct 1616	-9.99744661793965	Ridley [Supp]	xnp	xnp	xnp	###	
W 6237	6237	6 Aug 1616	-10.0749629077583	Ridley [Supp]	xnp	xnp	xnp	###	
W 6239	6239	28 Jun 1616	-9.87024039875015	Ridley [Supp]	xnp	xnp	xnp	###	
W 6241	6241	6 Jun 1616	-9.70129463888908	Ridley [Supp]	xnp	xnp	xnp	###	
W 6243	6243	17 May 1616	-9.47669615813261	Ridley [Supp]	xnp	xnp	xnp	###	
W 6245	6245	11 Apr 1616	-9.39719227113916	Ridley [Supp]	xnp	xnp	xnp	###	
W 6247	6247	28 Jan 1616	-9.51744190021675	Ridley [Supp]	xnp	xnp	xnp	###	
W 6249	6249	22 Oct 1615	-9.57408841969957	Ridley [Supp]	xnp	xnp	xnp	###	
W 6251	6251	6 Aug 1615	-9.79769310186863	Ridley [Supp]	xnp	xnp	xnp	###	
W 6253	6253	28 Jun 1615	-9.82154426796666	Ridley [Supp]	xnp	xnp	xnp	###	
W 6255	6255	12 Jun 1615	-9.56315663523798	Ridley [Supp]	xnp	xnp	xnp	###	
W 6257	6257	4 Jun 1615	-9.51843569880416	Ridley [Supp]	xnp	xnp	xnp	###	
W 6259	6259	19 May 1615	-9.56911942676248	Ridley [Supp]	xnp	xnp	xnp	###	
W 6261	6261	11 Apr 1615	-9.29781241239736	Ridley [Supp]	xnp	xnp	xnp	###	
W 6263	6263	24 Jan 1615	-9.76887294283351	Ridley [Supp]	xnp	xnp	xnp	###	
W 6265	6265	18 Oct 1614	-9.70526983323875	Ridley [Supp]	xnp	xnp	xnp	###	
W 6267	6267	6 Aug 1614	-9.79868690045605	Ridley [Supp]	xnp	xnp	xnp	###	
W 6269	6269	1 Jul 1614	-9.69731944453941	Ridley [Supp]	xnp	xnp	xnp	###	
W 6271	6271	10 Jun 1614	-9.50651011575514	Ridley [Supp]	xnp	xnp	xnp	###	
W 6273	6273	19 May 1614	-9.399179868314	Ridley [Supp]	xnp	xnp	xnp	###	
W 6275	6275	11 Apr 1614	-9.24215969150195	Ridley [Supp]	xnp	xnp	xnp	###	
W 6277	6277	12 Feb 1614	-9.41209924995043	Ridley [Supp]	xnp	xnp	xnp	###	
W 6279	6279	8 Dec 1613	-9.49557833129355	Ridley [Supp]	xnp	xnp	xnp	###	
W 6281	6281	3 Oct 1613	-9.51247290727965	Ridley [Supp]	xnp	xnp	xnp	###	
W 6283	6283	6 Aug 1613	-9.61483416178371	Ridley [Supp]	xnp	xnp	xnp	###	
W 6285	6285	25 Jun 1613	-9.39321707678949	Ridley [Supp]	xnp	xnp	xnp	###	
W 6287	6287	23 May 1613	-9.34849614035568	Ridley [Supp]	xnp	xnp	xnp	###	
W 6289	6289	11 Apr 1613	-9.17159999179527	Ridley [Supp]	xnp	xnp	xnp	###	
W 6291	6291	27 Jan 1613	-9.67048688267912	Ridley [Supp]	xnp	xnp	xnp	###	
W 6293	6293	24 Oct 1612	-9.59098299568568	Ridley [Supp]	xnp	xnp	xnp	###	
W 6295	6295	6 Aug 1612	-9.63669773070691	Ridley [Supp]	xnp	xnp	xnp	###	
W 6297	6297	26 Jun 1612	-9.60489617590953	Ridley [Supp]	xnp	xnp	xnp	###	
W 6299	6299	7 Jun 1612	-9.42402483299945	Ridley [Supp]	xnp	xnp	xnp	###	
W 6301	6301	19 May 1612	-9.28986202369801	Ridley [Supp]	xnp	xnp	xnp	###	
W 6303	6303	11 Apr 1612	-9.25507907313838	Ridley [Supp]	xnp	xnp	xnp	###	
W 6305	6305	27 Jan 1612	-9.31470698838347	Ridley [Supp]	xnp	xnp	xnp	###	
W 6307	6307	25 Oct 1611	-9.23222170562777	Ridley [Supp]	xnp	xnp	xnp	###	
W 6309	6309	6 Aug 1611	-9.50849771292998	Ridley [Supp]	xnp	xnp	xnp	###	
W 6311	6311	25 Jun 1611	-9.27495504488675	Ridley [Supp]	xnp	xnp	xnp	###	
W 6313	6313	9 Jun 1611	-9.12986045112371	Ridley [Supp]	xnp	xnp	xnp	###	
W 6315	6315	24 May 1611	-9.14874262428465	Ridley [Supp]	xnp	xnp	xnp	###	
W 6317	6317	11 Apr 1611	-9.10302788926342	Ridley [Supp]	xnp	xnp	xnp	###	
W 6319	6319	11 Dec 1610	-9.23321550421519	Ridley [Supp]	xnp	xnp	xnp	###	
W 6321	6321	6 Aug 1610	-9.2838992321735	Ridley [Supp]	xnp	xnp	xnp	###	
W 6323	6323	19 Jun 1610	-9.29582481522252	Ridley [Supp]	xnp	xnp	xnp	###	
W 6325	6325	29 May 1610	-9.06426974435412	Ridley [Supp]	xnp	xnp	xnp	###	
W 6327	6327	11 Apr 1610	-9.02814496077811	Ridley [Supp]	xnp	xnp	xnp	###	
W 6329	6329	5 Dec 1609	-9.15224795782327	Ridley [Supp]	xnp	xnp	xnp	###	
W 6331	6331	6 Aug 1609	-9.34882710514282	Ridley [Supp]	xnp	xnp	xnp	###	
W 6333	6333	23 Jun 1609	-9.31407826597017	Ridley [Supp]	xnp	xnp	xnp	###	
W 6335	6335	7 Jun 1609	-9.22571693207401	Ridley [Supp]	xnp	xnp	xnp	###	
W 6337	6337	22 May 1609	-9.16912596542142	Ridley [Supp]	xnp	xnp	xnp	###	
W 6339	6339	11 Apr 1609	-9.10260675900521	Ridley [Supp]	xnp	xnp	xnp	###	
W 6341	6341	22 Jan 1609	-9.18103985313775	Ridley [Supp]	xnp	xnp	xnp	###	
W 6343	6343	20 Oct 1608	-9.22571693207401	Ridley [Supp]	xnp	xnp	xnp	###	
W 6345	6345	6 Aug 1608	-9.50271482147882	Ridley [Supp]	xnp	xnp	xnp	###	
W 6347	6347	28 Jun 1608	-9.34187733730829	Ridley [Supp]	xnp	xnp	xnp	###	
W 6349	6349	10 Jun 1608	-9.10955652683973	Ridley [Supp]	xnp	xnp	xnp	###	
W 6351	6351	22 May 1608	-9.14033407010694	Ridley [Supp]	xnp	xnp	xnp	###	
W 6353	6353	11 Apr 1608	-8.98446070581821	Ridley [Supp]	xnp	xnp	xnp	###	
W 6355	6355	24 Jan 1608	-9.11849194262699	Ridley [Supp]	xnp	xnp	xnp	###	
W 6357	6357	22 Oct 1607	-9.05594403211622	Ridley [Supp]	xnp	xnp	xnp	###	
W 6359	6359	6 Aug 1607	-9.2207528121922	Ridley [Supp]	xnp	xnp	xnp	###	
W 6361	6361	24 Jun 1607	-9.12742735841424	Ridley [Supp]	xnp	xnp	xnp	###	
W 6363	6363	25 May 1607	-8.91198455554383	Ridley [Supp]	xnp	xnp	xnp	###	
W 6365	6365	11 Apr 1607	-8.81568062983678	Ridley [Supp]	xnp	xnp	xnp	###	
W 6367	6367	23 Jan 1607	-9.02020236896721	Ridley [Supp]	xnp	xnp	xnp	###	
W 6369	6369	20 Oct 1606	-9.05594403211622	Ridley [Supp]	xnp	xnp	xnp	###	
W 6371	6371	6 Aug 1606	-9.11452064672154	Ridley [Supp]	xnp	xnp	xnp	###	
W 6373	6373	24 Jun 1606	-9.15324078179963	Ridley [Supp]	xnp	xnp	xnp	###	
W 6375	6375	22 May 1606	-8.79284567838047	Ridley [Supp]	xnp	xnp	xnp	###	
W 6377	6377	11 Apr 1606	-8.82064474971858	Ridley [Supp]	xnp	xnp	xnp	###	
W 6379	6379	13 Feb 1606	-8.9794965859364	Ridley [Supp]	xnp	xnp	xnp	###	
W 6381	6381	10 Dec 1605	-8.98743917774729	Ridley [Supp]	xnp	xnp	xnp	###	
W 6383	6383	5 Oct 1605	-8.75511836727874	Ridley [Supp]	xnp	xnp	xnp	###	
W 6385	6385	6 Aug 1605	-9.11948476660335	Ridley [Supp]	xnp	xnp	xnp	###	
W 6387	6387	28 Jun 1605	-8.99041764967638	Ridley [Supp]	xnp	xnp	xnp	###	
W 6389	6389	8 Jun 1605	-9.01623107306177	Ridley [Supp]	xnp	xnp	xnp	###	
W 6391	6391	20 May 1605	-9.04601579235261	Ridley [Supp]	xnp	xnp	xnp	###	
W 6393	6393	11 Apr 1605	-8.98743917774729	Ridley [Supp]	xnp	xnp	xnp	###	
W 6395	6395	6 Dec 1604	-8.97850376196004	Ridley [Supp]	xnp	xnp	xnp	###	
W 6397	6397	6 Aug 1604	-9.06587227187983	Ridley [Supp]	xnp	xnp	xnp	###	
W 6399	6399	26 Jun 1604	-9.06587227187983	Ridley [Supp]	xnp	xnp	xnp	###	
W 6401	6401	22 May 1604	-8.86830030058393	Ridley [Supp]	xnp	xnp	xnp	###	
W 6403	6403	11 Apr 1604	-8.65385032168988	Ridley [Supp]	xnp	xnp	xnp	###	
W 6405	6405	21 Feb 1604	-8.6379651380681	Ridley [Supp]	xnp	xnp	xnp	###	
W 6407	6407	2 Jan 1604	-8.94673339471648	Ridley [Supp]	xnp	xnp	xnp	###	
W 6409	6409	11 Nov 1603	-9.22968822797946	Ridley [Supp]	xnp	xnp	xnp	###	
W 6411	6411	22 Sep 1603	-9.26344424317574	Ridley [Supp]	xnp	xnp	xnp	###	
W 6413	6413	6 Aug 1603	-9.37662617648093	Ridley [Supp]	xnp	xnp	xnp	###	
W 6415	6415	28 Jun 1603	-9.29124331451386	Ridley [Supp]	xnp	xnp	xnp	###	
W 6417	6417	26 May 1603	-9.1034771772148	Ridley [Supp]	xnp	xnp	xnp	###	
W 6419	6419	11 Apr 1603	-8.86327223300971	Ridley [Supp]	xnp	xnp	xnp	###	
W 6421	6421	12 Feb 1603	-9.02084172883571	Ridley [Supp]	xnp	xnp	xnp	###	
W 6423	6423	10 Dec 1602	-9.05767921787218	Ridley [Supp]	xnp	xnp	xnp	###	
W 6425	6425	7 Oct 1602	-9.37926054108237	Ridley [Supp]	xnp	xnp	xnp	###	
W 6427	6427	6 Aug 1602	-9.45803774254256	Ridley [Supp]	xnp	xnp	xnp	###	
W 6429	6429	8 Jun 1602	-9.38357594431546	Ridley [Supp]	xnp	xnp	xnp	###	
W 6431	6431	11 Apr 1602	-9.09664981514704	Ridley [Supp]	xnp	xnp	xnp	###	
W 6433	6433	23 Jan 1602	-9.17516093966413	Ridley [Supp]	xnp	xnp	xnp	###	
W 6435	6435	20 Oct 1601	-9.16420925373438	Ridley [Supp]	xnp	xnp	xnp	###	
W 6437	6437	6 Aug 1601	-9.44098822541374	Ridley [Supp]	xnp	xnp	xnp	###	
W 6439	6439	27 Jun 1601	-9.23663799581398	Ridley [Supp]	xnp	xnp	xnp	###	
W 6441	6441	8 Jun 1601	-9.41908485355422	Ridley [Supp]	xnp	xnp	xnp	###	
W 6443	6443	29 May 1601	-9.21598085994778	Ridley [Supp]	xnp	xnp	xnp	###	
W 6445	6445	14 May 1601	-9.04473631631883	Ridley [Supp]	xnp	xnp	xnp	###	
W 6447	6447	11 Apr 1601	-8.90535122266735	Ridley [Supp]	xnp	xnp	xnp	###	
W 6449	6449	23 Feb 1601	-8.91331608516172	Ridley [Supp]	xnp	xnp	xnp	###	
