Series W 1—7167 / Sub-annually resolved meteorological data
ID	NO	START 2	YBC D13C	CF 3	START 3	ATM D13C	CF 4	END	
W 1	1	6 Aug 1983	-8.72498547572081	Ridley [Supp]	4 Oct 2000	-8.364	Frappier N [Supp]	###	
W 3	3	1 Jul 1983	-8.50405598940741	Ridley [Supp]	3 Aug 2000	-8.37	Frappier N [Supp]	###	
W 5	5	23 May 1983	-8.47950826870592	Ridley [Supp]	2 Jun 2000	-8.805	Frappier N [Supp]	###	
W 7	7	11 Apr 1983	-8.36069730051071	Ridley [Supp]	4 Apr 2000	-8.826	Frappier N [Supp]	###	
W 9	9	24 Feb 1983	-8.57278960737158	Ridley [Supp]	22 Jan 2000	-8.701	Frappier N [Supp]	###	
W 11	11	5 Jan 1983	-8.61992123111843	Ridley [Supp]	27 Dec 1999	-8.704	Frappier N [Supp]	###	
W 13	13	14 Nov 1982	-8.89190997649093	Ridley [Supp]	2 Dec 1999	-8.849	Frappier N [Supp]	###	
W 15	15	24 Sep 1982	-9.0067933093739	Ridley [Supp]	6 Nov 1999	-8.784	Frappier N [Supp]	###	
W 17	17	6 Aug 1982	-9.33128413017759	Ridley [Supp]	11 Oct 1999	-9.136	Frappier N [Supp]	###	
W 19	19	26 Jun 1982	-9.34585692228512	Ridley [Supp]	21 Aug 1999	-9.241	Frappier N [Supp]	###	
W 21	21	22 May 1982	-9.16418278067789	Ridley [Supp]	27 Jul 1999	-10.178	Frappier N [Supp]	###	
W 23	23	11 Apr 1982	-8.5045210579436	Ridley [Supp]	1 Jul 1999	-10.567	Frappier N [Supp]	###	
W 25	25	28 Jan 1982	-8.74934396535014	Ridley [Supp]	11 May 1999	-10.199	Frappier N [Supp]	###	
W 27	27	22 Oct 1981	-8.58515717427194	Ridley [Supp]	15 Apr 1999	-8.069	Frappier N [Supp]	###	
W 29	29	6 Aug 1981	-8.75905916008849	Ridley [Supp]	14 Mar 1999	-6.604	Frappier N [Supp]	###	
W 31	31	24 Jun 1981	-8.6113882000655	Ridley [Supp]	10 Mar 1999	-7.138	Frappier N [Supp]	###	
W 33	33	22 May 1981	-8.60070148585331	Ridley [Supp]	17 Feb 1999	-5.57	Frappier N [Supp]	###	
W 35	35	11 Apr 1981	-8.43554317530128	Ridley [Supp]	8 Jan 1999	-5.698	Frappier N [Supp]	###	
W 37	37	13 Feb 1981	-8.53269512268483	Ridley [Supp]	20 Dec 1998	-5.442	Frappier N [Supp]	###	
W 39	39	8 Dec 1980	-8.46566027899018	Ridley [Supp]	28 Nov 1998	-5.608	Frappier N [Supp]	###	
W 41	41	3 Oct 1980	-8.68716671902467	Ridley [Supp]	19 Oct 1998	-5.622	Frappier N [Supp]	###	
W 43	43	6 Aug 1980	-8.84552439325985	Ridley [Supp]	27 Sep 1998	-5.927	Frappier N [Supp]	###	
W 45	45	1 Jul 1980	-8.7046540695537	Ridley [Supp]	9 Sep 1998	-5.739	Frappier N [Supp]	###	
W 47	47	17 Jun 1980	-8.65996417375727	Ridley [Supp]	18 Aug 1998	-5.864	Frappier N [Supp]	###	
W 49	49	9 Jun 1980	-8.30827412422883	Ridley [Supp]	30 Jul 1998	-5.97	Frappier N [Supp]	###	
W 51	51	23 May 1980	-8.35296402002526	Ridley [Supp]	8 Jul 1998	-6.514	Frappier N [Supp]	###	
W 53	53	11 Apr 1980	-8.30147348791198	Ridley [Supp]	20 Jun 1998	-6.918	Frappier N [Supp]	###	
W 55	55	24 Jan 1980	-8.50937865531277	Ridley [Supp]	7 May 1998	-6.438	Frappier N [Supp]	###	
W 57	57	22 Oct 1979	-8.45303052583032	Ridley [Supp]	19 Apr 1998	-6.12	Frappier N [Supp]	###	
W 59	59	6 Aug 1979	-8.67745152428631	Ridley [Supp]	28 Mar 1998	-5.802	Frappier N [Supp]	###	
W 61	61	8 Jun 1979	-8.51520777215579	Ridley [Supp]	17 Mar 1998	-6.412	Frappier N [Supp]	###	
W 63	63	11 Apr 1979	-8.25095447527254	Ridley [Supp]	6 Mar 1998	-6.712	Frappier N [Supp]	###	
W 65	65	9 Feb 1979	-8.38988176003101	Ridley [Supp]	28 Feb 1998	-6.822	Frappier N [Supp]	###	
W 67	67	8 Dec 1978	-8.53949575900167	Ridley [Supp]	21 Feb 1998	-6.661	Frappier N [Supp]	###	
W 69	69	6 Oct 1978	-8.88049909431793	Ridley [Supp]	13 Feb 1998	-6.996	Frappier N [Supp]	###	
W 71	71	6 Aug 1978	-8.98153711959682	Ridley [Supp]	6 Feb 1998	-7.058	Frappier N [Supp]	###	
W 73	73	21 Jun 1978	-8.60070148585331	Ridley [Supp]	30 Jan 1998	-6.856	Frappier N [Supp]	###	
W 75	75	21 May 1978	-8.78820474430355	Ridley [Supp]	22 Jan 1998	-6.684	Frappier N [Supp]	###	
W 77	77	11 Apr 1978	-8.57835653795509	Ridley [Supp]	15 Jan 1998	-6.285	Frappier N [Supp]	###	
W 79	79	27 Jan 1978	-8.57932805742893	Ridley [Supp]	27 Dec 1997	-6.447	Frappier N [Supp]	###	
W 81	81	23 Oct 1977	-8.62401795322536	Ridley [Supp]	20 Dec 1997	-6.975	Frappier N [Supp]	###	
W 83	83	6 Aug 1977	-8.82998008167848	Ridley [Supp]	12 Dec 1997	-7.518	Frappier N [Supp]	###	
W 85	85	27 Jun 1977	-8.76197371851	Ridley [Supp]	5 Dec 1997	-8.918	Frappier N [Supp]	###	
W 87	87	12 Jun 1977	-8.45594508425182	Ridley [Supp]	28 Nov 1997	-9.414	Frappier N [Supp]	###	
W 89	89	5 Jun 1977	-8.45108748688265	Ridley [Supp]	21 Nov 1997	-9.333	Frappier N [Supp]	###	
W 91	91	21 May 1977	-8.27815702053993	Ridley [Supp]	13 Nov 1997	-9.877	Frappier N [Supp]	###	
W 93	93	11 Apr 1977	-8.18294811210405	Ridley [Supp]	2 Nov 1997	-10.285	Frappier N [Supp]	###	
W 95	95	23 Jan 1977	-8.47051787635935	Ridley [Supp]	26 Oct 1997	-11.519	Frappier N [Supp]	###	
W 97	97	19 Oct 1976	-8.66579329060029	Ridley [Supp]	19 Oct 1997	-10.946	Frappier N [Supp]	###	
W 99	99	6 Aug 1976	-8.8358091985215	Ridley [Supp]	11 Oct 1997	-11.705	Frappier N [Supp]	###	
W 101	101	26 Jun 1976	-8.66967936849563	Ridley [Supp]	4 Oct 1997	-10.587	Frappier N [Supp]	###	
W 103	103	24 May 1976	-8.41805582477224	Ridley [Supp]	27 Sep 1997	-11.742	Frappier N [Supp]	###	
W 105	105	11 Apr 1976	-8.21112217684528	Ridley [Supp]	19 Sep 1997	-11.682	Frappier N [Supp]	###	
W 107	107	12 Feb 1976	-8.25802508156607	Ridley [Supp]	12 Sep 1997	-11.688	Frappier N [Supp]	###	
W 109	109	8 Dec 1975	-8.32421900489396	Ridley [Supp]	1 Sep 1997	-11.35	Frappier N [Supp]	###	
W 111	111	4 Oct 1975	-8.57911500815661	Ridley [Supp]	25 Aug 1997	-11.35	Frappier N [Supp]	###	
W 113	113	6 Aug 1975	-8.65420065252855	Ridley [Supp]	18 Aug 1997	-11.289	Frappier N [Supp]	###	
W 115	115	24 Jun 1975	-8.53268046492659	Ridley [Supp]	10 Aug 1997	-11.416	Frappier N [Supp]	###	
W 117	117	23 May 1975	-8.44475122349103	Ridley [Supp]	3 Aug 1997	-11.15	Frappier N [Supp]	###	
W 119	119	11 Apr 1975	-7.89741639477977	Ridley [Supp]	27 Jul 1997	-11.452	Frappier N [Supp]	###	
W 121	121	30 Jan 1975	-8.15527630505709	Ridley [Supp]	19 Jul 1997	-11.125	Frappier N [Supp]	###	
W 123	123	30 Oct 1974	-8.10093800978793	Ridley [Supp]	12 Jul 1997	-11.434	Frappier N [Supp]	###	
W 125	125	6 Aug 1974	-8.48426998368679	Ridley [Supp]	1 Jul 1997	-11.134	Frappier N [Supp]	###	
W 127	127	20 Jun 1974	-8.42993168841762	Ridley [Supp]	24 Jun 1997	-11.398	Frappier N [Supp]	###	
W 129	129	28 May 1974	-8.3340986949429	Ridley [Supp]	17 Jun 1997	-11.297	Frappier N [Supp]	###	
W 131	131	11 Apr 1974	-8.21159053833605	Ridley [Supp]	9 Jun 1997	-11.463	Frappier N [Supp]	###	
W 133	133	6 Aug 1973	-8.38547308319739	Ridley [Supp]	2 Jun 1997	-11.273	Frappier N [Supp]	###	
W 135	135	27 Jun 1973	-8.38298776645393	Ridley [Supp]	26 May 1997	-11.489	Frappier N [Supp]	###	
W 137	137	20 May 1973	-8.31236337683523	Ridley [Supp]	18 May 1997	-11.281	Frappier N [Supp]	###	
W 139	139	11 Apr 1973	-8.09204628874388	Ridley [Supp]	11 May 1997	-11.463	Frappier N [Supp]	###	
W 141	141	1 Mar 1973	-8.7688258054683	Ridley [Supp]	30 Apr 1997	-11.369	Frappier N [Supp]	###	
W 143	143	19 Jan 1973	-8.16021615008156	Ridley [Supp]	23 Apr 1997	-11.371	Frappier N [Supp]	###	
W 145	145	7 Dec 1972	-8.57219922512235	Ridley [Supp]	15 Apr 1997	-11.398	Frappier N [Supp]	###	
W 147	147	27 Oct 1972	-8.88637336867863	Ridley [Supp]	8 Apr 1997	-11.239	Frappier N [Supp]	###	
W 149	149	16 Sep 1972	-9.18770391517129	Ridley [Supp]	1 Apr 1997	-10.95	Frappier N [Supp]	###	
W 151	151	6 Aug 1972	-9.29242862969005	Ridley [Supp]	14 Mar 1997	-10.796	Frappier N [Supp]	###	
W 153	153	3 Jul 1972	-8.25142975824037	Ridley [Supp]	6 Mar 1997	-10.775	Frappier N [Supp]	###	
W 155	155	8 Jun 1972	-9.22919861337683	Ridley [Supp]	24 Feb 1997	-10.749	Frappier N [Supp]	###	
W 157	157	14 May 1972	-8.26615640095085	Ridley [Supp]	17 Feb 1997	-10.682	Frappier N [Supp]	###	
W 159	159	11 Apr 1972	-8.09140024078658	Ridley [Supp]	6 Feb 1997	-10.446	Frappier N [Supp]	###	
W 161	161	17 Feb 1972	-8.34175316686461	Ridley [Supp]	30 Jan 1997	-10.46	Frappier N [Supp]	###	
W 163	163	10 Dec 1971	-8.31433931484503	Ridley [Supp]	19 Jan 1997	-10.34	Frappier N [Supp]	###	
W 165	165	1 Oct 1971	-8.67988784665579	Ridley [Supp]	11 Jan 1997	-10.137	Frappier N [Supp]	###	
W 167	167	6 Aug 1971	-8.8261072593801	Ridley [Supp]	4 Jan 1997	-10.596	Frappier N [Supp]	###	
W 169	169	26 Jun 1971	-8.50767334140259	Ridley [Supp]	23 Dec 1996	-10.45	Frappier N [Supp]	###	
W 171	171	21 May 1971	-8.11888997384613	Ridley [Supp]	16 Dec 1996	-10.949	Frappier N [Supp]	###	
W 173	173	11 Apr 1971	-7.9745688752835	Ridley [Supp]	5 Dec 1996	-10.526	Frappier N [Supp]	###	
W 175	175	24 Feb 1971	-8.52774061990212	Ridley [Supp]	28 Nov 1996	-11.253	Frappier N [Supp]	###	
W 177	177	4 Jan 1971	-8.30935455290157	Ridley [Supp]	17 Nov 1996	-10.998	Frappier N [Supp]	###	
W 179	179	12 Nov 1970	-8.60282626427406	Ridley [Supp]	10 Nov 1996	-11.481	Frappier N [Supp]	###	
W 181	181	22 Sep 1970	-8.82314335236542	Ridley [Supp]	2 Nov 1996	-10.819	Frappier N [Supp]	###	
W 183	183	6 Aug 1970	-8.98319433115824	Ridley [Supp]	22 Oct 1996	-11.475	Frappier N [Supp]	###	
W 185	185	3 Jul 1970	-8.75017205803504	Ridley [Supp]	15 Oct 1996	-11.374	Frappier N [Supp]	###	
W 187	187	15 Jun 1970	-8.58817898821984	Ridley [Supp]	4 Oct 1996	-11.479	Frappier N [Supp]	###	
W 189	189	2 Jun 1970	-8.37120645228555	Ridley [Supp]	27 Sep 1996	-11.386	Frappier N [Supp]	###	
W 191	191	14 May 1970	-8.13255301794453	Ridley [Supp]	16 Sep 1996	-11.432	Frappier N [Supp]	###	
W 193	193	11 Apr 1970	-8.06339518760196	Ridley [Supp]	9 Sep 1996	-11.25	Frappier N [Supp]	###	
W 195	195	16 Feb 1970	-8.60865482881962	Ridley [Supp]	29 Aug 1996	-11.292	Frappier N [Supp]	###	
W 197	197	10 Dec 1969	-8.9350600408789	Ridley [Supp]	21 Aug 1996	-11.126	Frappier N [Supp]	###	
W 199	199	2 Oct 1969	-9.13246678589678	Ridley [Supp]	14 Aug 1996	-11.092	Frappier N [Supp]	###	
W 201	201	6 Aug 1969	-9.24289729177313	Ridley [Supp]	3 Aug 1996	-11.127	Frappier N [Supp]	###	
W 203	203	26 Jun 1969	-9.10217169136433	Ridley [Supp]	27 Jul 1996	-11.234	Frappier N [Supp]	###	
W 205	205	22 May 1969	-8.66533597342872	Ridley [Supp]	16 Jul 1996	-11.282	Frappier N [Supp]	###	
W 207	207	11 Apr 1969	-8.56858712314768	Ridley [Supp]	8 Jul 1996	-11.571	Frappier N [Supp]	###	
W 209	209	15 Feb 1969	-8.60083673990803	Ridley [Supp]	27 Jun 1996	-11.622	Frappier N [Supp]	###	
W 211	211	10 Dec 1968	-8.95362800204395	Ridley [Supp]	20 Jun 1996	-11.426	Frappier N [Supp]	###	
W 213	213	4 Oct 1968	-9.11194430250383	Ridley [Supp]	9 Jun 1996	-11.911	Frappier N [Supp]	###	
W 215	215	6 Aug 1968	-9.26732881962187	Ridley [Supp]	2 Jun 1996	-11.709	Frappier N [Supp]	###	
W 217	217	29 Jun 1968	-9.24485181400102	Ridley [Supp]	26 May 1996	-12.049	Frappier N [Supp]	###	
W 219	219	8 Jun 1968	-8.71810807358202	Ridley [Supp]	15 May 1996	-12.04	Frappier N [Supp]	###	
W 221	221	19 May 1968	-8.46402018395504	Ridley [Supp]	7 May 1996	-11.923	Frappier N [Supp]	###	
W 223	223	11 Apr 1968	-8.28224961676035	Ridley [Supp]	26 Apr 1996	-12.068	Frappier N [Supp]	###	
W 225	225	26 Jan 1968	-8.55099642309658	Ridley [Supp]	19 Apr 1996	-12.035	Frappier N [Supp]	###	
W 227	227	21 Oct 1967	-8.8666517629024	Ridley [Supp]	8 Apr 1996	-11.887	Frappier N [Supp]	###	
W 229	229	6 Aug 1967	-8.98685487991824	Ridley [Supp]	1 Apr 1996	-12.061	Frappier N [Supp]	###	
W 231	231	25 Jun 1967	-9.00933188553909	Ridley [Supp]	28 Mar 1996	-12.053	Frappier N [Supp]	###	
W 233	233	24 May 1967	-8.68194941236587	Ridley [Supp]	25 Mar 1996	-11.717	Frappier N [Supp]	###	
W 235	235	11 Apr 1967	-8.47867910066428	Ridley [Supp]	21 Mar 1996	-12.125	Frappier N [Supp]	###	
W 237	237	12 Feb 1967	-8.67706310679612	Ridley [Supp]	17 Mar 1996	-11.816	Frappier N [Supp]	###	
W 239	239	8 Dec 1966	-8.89303781297905	Ridley [Supp]	14 Mar 1996	-11.816	Frappier N [Supp]	###	
W 241	241	4 Oct 1966	-9.05330863566684	Ridley [Supp]	14 Mar 1996	-12.067	Frappier N [Supp]	###	
W 243	243	6 Aug 1966	-9.13539856923863	Ridley [Supp]	10 Mar 1996	-12.196	Frappier N [Supp]	###	
W 245	245	24 Jun 1966	-8.9506962187021	Ridley [Supp]	6 Mar 1996	-12.086	Frappier N [Supp]	###	
W 247	247	23 May 1966	-8.85394736842106	Ridley [Supp]	3 Mar 1996	-12.382	Frappier N [Supp]	###	
W 249	249	11 Apr 1966	-8.68097215125192	Ridley [Supp]	24 Feb 1996	-12.38	Frappier N [Supp]	###	
W 251	251	24 Jan 1966	-8.75915304036791	Ridley [Supp]	21 Feb 1996	-12.442	Frappier N [Supp]	###	
W 253	253	18 Oct 1965	-8.88717424629535	Ridley [Supp]	17 Feb 1996	-12.472	Frappier N [Supp]	###	
W 255	255	6 Aug 1965	-8.98783214103219	Ridley [Supp]	13 Feb 1996	-12.49	Frappier N [Supp]	###	
W 257	257	25 Jun 1965	-8.8666517629024	Ridley [Supp]	10 Feb 1996	-12.267	Frappier N [Supp]	###	
W 259	259	21 May 1965	-8.70247189575882	Ridley [Supp]	6 Feb 1996	-12.491	Frappier N [Supp]	###	
W 261	261	11 Apr 1965	-8.52851941747573	Ridley [Supp]	6 Feb 1996	-12.488	Frappier N [Supp]	###	
W 263	263	23 Feb 1965	-8.54904190086868	Ridley [Supp]	2 Feb 1996	-12.453	Frappier N [Supp]	###	
W 265	265	2 Jan 1965	-9.00835462442514	Ridley [Supp]	30 Jan 1996	-12.334	Frappier N [Supp]	###	
W 267	267	11 Nov 1964	-9.08948380546386	Ridley [Supp]	26 Jan 1996	-12.489	Frappier N [Supp]	###	
W 269	269	21 Sep 1964	-9.3211087054457	Ridley [Supp]	22 Jan 1996	-12.271	Frappier N [Supp]	###	
W 271	271	6 Aug 1964	-9.34651903202599	Ridley [Supp]	19 Jan 1996	-12.333	Frappier N [Supp]	###	
W 273	273	2 Jul 1964	-9.32501798645805	Ridley [Supp]	15 Jan 1996	-12.455	Frappier N [Supp]	###	
W 275	275	11 Jun 1964	-8.91258883965494	Ridley [Supp]	11 Jan 1996	-12.375	Frappier N [Supp]	###	
W 277	277	28 May 1964	-8.71614746878426	Ridley [Supp]	8 Jan 1996	-12.262	Frappier N [Supp]	###	
W 279	279	10 May 1964	-8.72787531182131	Ridley [Supp]	4 Jan 1996	-12.083	Frappier N [Supp]	###	
W 281	281	11 Apr 1964	-8.67412269790147	Ridley [Supp]	27 Dec 1995	-12.088	Frappier N [Supp]	###	
W 283	283	19 Feb 1964	-8.86079086624127	Ridley [Supp]	23 Dec 1995	-12.051	Frappier N [Supp]	###	
W 285	285	10 Dec 1963	-9.0855745244515	Ridley [Supp]	20 Dec 1995	-12.043	Frappier N [Supp]	###	
W 287	287	29 Sep 1963	-9.26931073203204	Ridley [Supp]	16 Dec 1995	-11.901	Frappier N [Supp]	###	
W 289	289	6 Aug 1963	-9.3211087054457	Ridley [Supp]	12 Dec 1995	-11.867	Frappier N [Supp]	###	
W 291	291	5 Jul 1963	-9.30547158139629	Ridley [Supp]	9 Dec 1995	-11.909	Frappier N [Supp]	###	
W 293	293	18 Jun 1963	-9.26051484975425	Ridley [Supp]	5 Dec 1995	-11.855	Frappier N [Supp]	###	
W 295	295	11 Jun 1963	-8.53338858145681	Ridley [Supp]	2 Dec 1995	-11.958	Frappier N [Supp]	###	
W 297	297	10 Jun 1963	-8.23335126375881	Ridley [Supp]	28 Nov 1995	-11.815	Frappier N [Supp]	###	
W 299	299	10 Jun 1963	-7.99390780175226	Ridley [Supp]	24 Nov 1995	-11.864	Frappier N [Supp]	###	
W 301	301	10 Jun 1963	-8.24116982578351	Ridley [Supp]	24 Nov 1995	-11.76	Frappier N [Supp]	###	
W 303	303	2 Jun 1963	-8.08088930427709	Ridley [Supp]	21 Nov 1995	-11.77	Frappier N [Supp]	###	
W 305	305	14 May 1963	-8.01540884732019	Ridley [Supp]	17 Nov 1995	-11.755	Frappier N [Supp]	###	
W 307	307	11 Apr 1963	-7.85415100556068	Ridley [Supp]	13 Nov 1995	-11.89	Frappier N [Supp]	###	
W 309	309	14 Feb 1963	-8.24116982578351	Ridley [Supp]	10 Nov 1995	-11.804	Frappier N [Supp]	###	
W 311	311	2 Dec 1962	-8.56857211056798	Ridley [Supp]	6 Nov 1995	-12.031	Frappier N [Supp]	###	
W 313	313	22 Sep 1962	-8.83538053966099	Ridley [Supp]	2 Nov 1995	-11.931	Frappier N [Supp]	###	
W 315	315	6 Aug 1962	-9.01129818521682	Ridley [Supp]	30 Oct 1995	-12.195	Frappier N [Supp]	###	
W 317	317	7 Jul 1962	-9.00934354471064	Ridley [Supp]	26 Oct 1995	-12.036	Frappier N [Supp]	###	
W 319	319	8 Jun 1962	-8.90086099661788	Ridley [Supp]	22 Oct 1995	-12.299	Frappier N [Supp]	###	
W 321	321	11 May 1962	-8.61352884221002	Ridley [Supp]	19 Oct 1995	-12.222	Frappier N [Supp]	###	
W 323	323	11 Apr 1962	-8.42686067387022	Ridley [Supp]	19 Oct 1995	-12.217	Frappier N [Supp]	###	
W 325	325	11 Mar 1962	-8.45422564095668	Ridley [Supp]	15 Oct 1995	-12.08	Frappier N [Supp]	###	
W 327	327	10 Feb 1962	-8.58714119537665	Ridley [Supp]	11 Oct 1995	-12.022	Frappier N [Supp]	###	
W 329	329	11 Jan 1962	-8.95754557129698	Ridley [Supp]	8 Oct 1995	-12.017	Frappier N [Supp]	###	
W 331	331	11 Dec 1961	-9.09339308647621	Ridley [Supp]	4 Oct 1995	-11.88	Frappier N [Supp]	###	
W 333	333	10 Nov 1961	-9.43643249531008	Ridley [Supp]	30 Sep 1995	-11.605	Frappier N [Supp]	###	
W 335	335	10 Oct 1961	-9.62016870289061	Ridley [Supp]	27 Sep 1995	-11.741	Frappier N [Supp]	###	
W 337	337	8 Sep 1961	-9.67098935605119	Ridley [Supp]	23 Sep 1995	-11.632	Frappier N [Supp]	###	
W 339	339	6 Aug 1961	-9.71985536870559	Ridley [Supp]	19 Sep 1995	-11.779	Frappier N [Supp]	###	
W 341	341	30 Jun 1961	-9.53905112188431	Ridley [Supp]	16 Sep 1995	-11.671	Frappier N [Supp]	###	
W 343	343	21 May 1961	-9.06798275989592	Ridley [Supp]	12 Sep 1995	-11.88	Frappier N [Supp]	###	
W 345	345	11 Apr 1961	-8.70246498524102	Ridley [Supp]	12 Sep 1995	-11.807	Frappier N [Supp]	###	
W 347	347	5 Mar 1961	-8.69757838397559	Ridley [Supp]	9 Sep 1995	-12.203	Frappier N [Supp]	###	
W 349	349	31 Jan 1961	-8.94386308775375	Ridley [Supp]	5 Sep 1995	-12.031	Frappier N [Supp]	###	
W 351	351	28 Dec 1960	-9.07091472065518	Ridley [Supp]	29 Aug 1995	-12.087	Frappier N [Supp]	###	
W 353	353	25 Nov 1960	-9.27712929405674	Ridley [Supp]	25 Aug 1995	-12.442	Frappier N [Supp]	###	
W 355	355	21 Oct 1960	-9.43234150958595	Ridley [Supp]	18 Aug 1995	-12.304	Frappier N [Supp]	###	
W 357	357	14 Sep 1960	-9.43429293539552	Ridley [Supp]	14 Aug 1995	-12.226	Frappier N [Supp]	###	
W 359	359	6 Aug 1960	-9.50844711615918	Ridley [Supp]	10 Aug 1995	-12.468	Frappier N [Supp]	###	
W 361	361	11 Jun 1960	-9.21378181891413	Ridley [Supp]	7 Aug 1995	-12.172	Frappier N [Supp]	###	
W 363	363	11 Apr 1960	-8.81959380538102	Ridley [Supp]	7 Aug 1995	-11.89	Frappier N [Supp]	###	
W 365	365	17 Feb 1960	-8.85374375704849	Ridley [Supp]	3 Aug 1995	-11.92	Frappier N [Supp]	###	
W 367	367	26 Dec 1959	-9.04595919929112	Ridley [Supp]	30 Jul 1995	-11.881	Frappier N [Supp]	###	
W 369	369	5 Nov 1959	-9.2801302964395	Ridley [Supp]	27 Jul 1995	-11.716	Frappier N [Supp]	###	
W 371	371	18 Sep 1959	-9.47137002577735	Ridley [Supp]	19 Jul 1995	-11.887	Frappier N [Supp]	###	
W 373	373	6 Aug 1959	-9.57479559368455	Ridley [Supp]	16 Jul 1995	-11.659	Frappier N [Supp]	###	
W 375	375	2 Jul 1959	-9.5777227323989	Ridley [Supp]	12 Jul 1995	-11.885	Frappier N [Supp]	###	
W 377	377	6 Jun 1959	-9.49088428387305	Ridley [Supp]	8 Jul 1995	-11.781	Frappier N [Supp]	###	
W 379	379	11 May 1959	-9.03327493152892	Ridley [Supp]	5 Jul 1995	-11.931	Frappier N [Supp]	###	
W 381	381	11 Apr 1959	-8.77861386338006	Ridley [Supp]	1 Jul 1995	-11.66	Frappier N [Supp]	###	
W 383	383	5 Mar 1959	-8.91911652166908	Ridley [Supp]	1 Jul 1995	-11.965	Frappier N [Supp]	###	
W 385	385	26 Jan 1959	-9.07523058643467	Ridley [Supp]	27 Jun 1995	-11.787	Frappier N [Supp]	###	
W 387	387	16 Dec 1958	-9.27525173191558	Ridley [Supp]	24 Jun 1995	-11.968	Frappier N [Supp]	###	
W 389	389	4 Nov 1958	-9.31232882229741	Ridley [Supp]	20 Jun 1995	-11.957	Frappier N [Supp]	###	
W 391	391	20 Sep 1958	-9.26256746415338	Ridley [Supp]	17 Jun 1995	-12.133	Frappier N [Supp]	###	
W 393	393	6 Aug 1958	-9.41380296439504	Ridley [Supp]	13 Jun 1995	-12.124	Frappier N [Supp]	###	
W 395	395	5 Jun 1958	-9.19914612534236	Ridley [Supp]	9 Jun 1995	-12.247	Frappier N [Supp]	###	
W 397	397	11 Apr 1958	-8.98644071209924	Ridley [Supp]	6 Jun 1995	-12.19	Frappier N [Supp]	###	
W 399	399	9 Mar 1958	-8.96595074109876	Ridley [Supp]	2 Jun 1995	-12.423	Frappier N [Supp]	###	
W 401	401	5 Feb 1958	-9.12694337038827	Ridley [Supp]	29 May 1995	-12.426	Frappier N [Supp]	###	
W 403	403	5 Jan 1958	-9.33672164491703	Ridley [Supp]	26 May 1995	-12.596	Frappier N [Supp]	###	
W 405	405	5 Dec 1957	-9.33964878363138	Ridley [Supp]	26 May 1995	-12.578	Frappier N [Supp]	###	
W 407	407	4 Nov 1957	-9.38453157725149	Ridley [Supp]	22 May 1995	-12.729	Frappier N [Supp]	###	
W 409	409	5 Oct 1957	-9.53966992911229	Ridley [Supp]	18 May 1995	-12.659	Frappier N [Supp]	###	
W 411	411	5 Sep 1957	-9.64211978411471	Ridley [Supp]	15 May 1995	-12.829	Frappier N [Supp]	###	
W 413	413	6 Aug 1957	-9.73481251006928	Ridley [Supp]	11 May 1995	-12.813	Frappier N [Supp]	###	
W 415	415	7 Jul 1957	-9.5133256806831	Ridley [Supp]	7 May 1995	-12.882	Frappier N [Supp]	###	
W 417	417	9 Jun 1957	-9.5133256806831	Ridley [Supp]	4 May 1995	-12.856	Frappier N [Supp]	###	
W 419	419	11 May 1957	-9.11328338972128	Ridley [Supp]	30 Apr 1995	-12.914	Frappier N [Supp]	###	
W 421	421	11 Apr 1957	-8.90448082809731	Ridley [Supp]	26 Apr 1995	-12.905	Frappier N [Supp]	###	
W 423	423	31 Jan 1957	-9.12889479619784	Ridley [Supp]	23 Apr 1995	-12.971	Frappier N [Supp]	###	
W 425	425	16 Oct 1956	-9.37379873529885	Ridley [Supp]	19 Apr 1995	-12.998	Frappier N [Supp]	###	
W 427	427	6 Aug 1956	-9.60796983244724	Ridley [Supp]	15 Apr 1995	-12.894	Frappier N [Supp]	###	
W 429	429	7 Jul 1956	-9.63041122925729	Ridley [Supp]	12 Apr 1995	-13.11	Frappier N [Supp]	###	
W 431	431	8 Jun 1956	-9.55820847430321	Ridley [Supp]	8 Apr 1995	-13.067	Frappier N [Supp]	###	
W 433	433	11 May 1956	-9.13670049943612	Ridley [Supp]	4 Apr 1995	-13.011	Frappier N [Supp]	###	
W 435	435	11 Apr 1956	-8.93375221524085	Ridley [Supp]	1 Apr 1995	-12.97	Frappier N [Supp]	###	
W 437	437	11 Mar 1956	-9.16987473819881	Ridley [Supp]	17 Mar 1995	-12.972	Frappier N [Supp]	###	
W 439	439	9 Feb 1956	-9.29183885129692	Ridley [Supp]	10 Mar 1995	-12.938	Frappier N [Supp]	###	
W 441	441	9 Jan 1956	-9.37672587401321	Ridley [Supp]	3 Mar 1995	-12.992	Frappier N [Supp]	###	
W 443	443	8 Dec 1955	-9.47343246617268	Ridley [Supp]	24 Feb 1995	-12.769	Frappier N [Supp]	###	
W 445	445	7 Nov 1955	-9.72219917847938	Ridley [Supp]	17 Feb 1995	-12.693	Frappier N [Supp]	###	
W 447	447	7 Oct 1955	-9.78561030122422	Ridley [Supp]	10 Feb 1995	-12.627	Frappier N [Supp]	###	
W 449	449	6 Sep 1955	-9.92121254832474	Ridley [Supp]	2 Feb 1995	-12.47	Frappier N [Supp]	###	
W 451	451	6 Aug 1955	-9.86560587145618	Ridley [Supp]	26 Jan 1995	-12.071	Frappier N [Supp]	###	
