Storms: Storms w/in 150 nautical miles of Belize.
Name	Start	Parliament	Rainfall	150 mi	50 mi	0 mi	EM-DAT	EM-DAT Loss	EM-DAT Deaths	Max wind	Min press	Max cat	Max cat w/in	Data	Loss	Loss / GDP unit	GDP Prev yr	Ratio 00	Loss 2020 BZD	Deaths	Pop	Ratio 000	Impact sx	Impact f	Cost f	Impact c
1987	281082558.5859				113.6	639866355.149209	16.0928334558493	52.3837623742918	49.0731306484807										
1988	320093360.27245				118.3	700122741.749606	14.9431231897869	56.9746457145462	50.3217535955747										
1989	369133890.704745				124.0	770208433.743122	13.7020563625617	57.4821635407217	46.8434365000202										
1990	412086445.492176				130.7	815793966.38311	12.978753003998	51.2739504808613	48.9676782443751										
1991	444720750				136.2	844629278.79826	13.0868640601996	0	43.6228802006653										
1992	518239100				140.3	955322904.900817	13.5234006851278	52.91925097894	49.7194441716188										
1993	559858250				144.5	1002454698.20594	14.8402653707434	50.1844082854901	46.690711443477										
1994	580863700				148.2	1013636057.62861	15.2866068235973	52.4382053827774	49.8319054883271										
1995	620140400				152.4	1052644750.28328	14.2812337335223	49.1110077653383	47.9610101196439										
1996	641383800				156.9	1057700565.55945	14.1408467129977	50.2658782463792	50.0034222878719										
1997	654314350				160.5	1054376179.65528	14.5307985374308	55.7071612444386	52.7792948450542										
1998	688992450				163.0	1093286358.26594	14.3324792601138	56.9276992803042	52.5814687809714										
1999	732750000				166.6	1137824493.47141	13.5033640395769	67.3526305015353	54.3202251791198										
2000	832050000				172.2	1249814477.35192	12.9085571780542	73.6750255393306	52.9736554293612										
2001	868350000				177.1	1268490649.47289	13.1449357977774	69.3761098635343	51.0716013128347										
2002	925050000				179.9	1330220614.3155	14.4234581914491	66.6662288524945	52.988670882655										
2003	983500000				184.0	1382878967.15742	14.7233045246568	66.3973055414337	53.5570259278088										
2004	1051350000				188.9	1439736297.53817	14.0451181813858	58.8749797878918	50.8730156465497										
2005	1102050000				195.3	1459643710.68914	14.6092827004219	63.3864298353069	55.263082437276										
2006	1210150000				201.6	1552729853.25121	14.2614841135396	62.0233111597736	61.5022476552494										
2007	1271600000				207.342	1586323055.78252	15.2612378106323	62.1287826360491	62.0031653035546										
2008	1351350000				215.303	1623484125.82297	15.5734080734081	70.5433825433825	63.1685832685833										
2009	1317300000				214.537	1588224026.62478	16.1413231610112	57.0621916040386	52.394359675093										
2010	1377200000				218.056	1633650845.77092	16.1775196049956	58.646300464711	59.0541460935231										
2011	1460800000				224.939	1679789845.40264	15.7013109255203	64.3286692223439	62.6190375136911										
2012	1522900000				229.594	1715695780.26711	15.4429181167509	63.8035721321164	64.4527972946352										
2013	1579400000				232.957	1753660365.91146	15.528314549829	66.5932980878815	65.3605229834114										
2014	1662800000				236.736	1816789779.33944	15.3638802020688	65.2709345681982	62.3173682944431										
2015	1723800000				237.017	1881207288.92864	15.5991704374057	66.2613441234482	58.8154658313029										
2016	1775100000				240.007	1913056898.99537	16.8056250352093	61.6117120162244	52.6024815503352										
2017	1836600000				245.120	1938053865.54522	16.6367363606664	58.434808885985	54.976284983121										
2018	1871200000				251.107	1927484750.51456	17.4916524155622	58.0079173792219	57.7023460880718										
2019	1879613600				255.657	1901688830.76017	17.4916243423648	58.0078213947803	57.7022506115087										
2020					258.660														
																			
cf	WB			WB	US BLS + CLI by Albert Rees / via Minneapolis FED		WB			Blue books / reports on									
note	Figs in current USD. 				CPI-U														


GDP-Pop: Table 1
	GDP			Population	CPI-U US	GDP 2020	GOB consumption pc	Imports pc GDP	Exports pc GDP	Revenue	Expenditure	Imports	Exports
	0	0	0										
	0	0	0										
1891	0	0	0	31471									
1892	0	0	0	32222									
1893	0	0	0	32973									
1894	0	0	0	33724									
1895	2148027.82703876	1845958.01629002	2450097.6377875	34475	8.33333333333333	66673065.3290215				275112	284961	1453640	1283998
1896	2184681.85571004	1748308.07820369	2621055.63321638	35226	8.33333333333333	67810777.0557551				312686	269877	1462637	1378601
1897	2376974.28379669	2096185.88473677	2657762.6828566	35977	8.33333333333333	73779380.1896222				314017	322990	1422097	1404387
1898	2188957.31072029	1967781.94305678	2410132.67838379	36728	8.33333333333333	67943483.7589093				274690	301413	1248910	1282593
1899	2111617.42069503		2385990.37737764	37479	8.33333333333333	65542915.4444372						1031473	1278617
1900	2034277.53066976	1645365.48182997	2423189.57950955	38230	8.33333333333333	63142347.1299648				292689	249186	1198772	1300565
1901	2137222.89736008	1709245.03754146	2565200.7571787	37479	8.33333333333333	66337688.955739				272142	256910	1227202	1387598
1902	2097737.43628464	1689897.28850472	2505577.58406456	37851.375	8.66666666666667	62607780.6080059				259600	252242	1227803	1362210
1903	2592498.15362032	1786693.31848491	3398302.98875573	38223.75	9	74508396.935048				301194	266039	1772976	1853181
1904	2652625.19064712	1895836.72514649	3409413.65614775	38596.125	9	76236447.9791982				309790	282258	1757819	1863871
1905	2676568.36640378	2012017.9226815	3341118.81012605	38968.5	9	76924574.8504446				332110	300351	1876560	1835250
1906	2902789.65257044	2143632.73027512	3661946.57486576	39340.875	9	83426174.6148744				391861	321439	2200541	2019006
1907	3705387.10039143	3430218.58101079	3980555.61977206	39713.25	9.33333333333333	102689510.077205				395183	516701	2415723	2211036
1908	3746682.26172922	3544778.59640891	3948585.92704952	40085.625	9	107679648.202098				360915	535979	2676723	2201799
1909	3814818.29550763	0	3936917.88915106	40458	9	109637877.812889						2704248	2209028
1910	3882954.32928604			40830.375	9.33333333333333	107610532.158549							
1911	3951090.36306445			40458	9.33333333333333	109498824.997527							
1912	4019226.39684286			41065.375	9.66666666666667	107546182.738694							
1913	4087362.43062127			41672.75	9.9	106791633.0							
1914	4155498.46439968			42280.125	10.0	107486123.3	1.0160802504723						
1915	4223634.49817809			42887.5	10.1	108166861.3							
1916	4223634.49817811	4017510.27945197	4429758.71690424	43494.875	10.9	100228009.1				640462	613788	2690306	2543353
1917	4631497.66692762	4394189.35160006	4868805.98225517	44102.25	12.8	93592436.4				676227	675235	2793773	2802967
1918	5203214.51803253			44709.625	15.1	89130030.9							
1919	5774931.36913744			45317	17.3	86343569.2							
1920	6346648.22024235			45924.375	20.0	82081201.4							
1921	6918365.07134726			45317	17.9	99972307.8							
1922	7490081.92245217			46070.75	16.8	115320511.3							
1923	8061798.77355708			46824.5	17.1	121945314.1							
1924	8633515.62466199			47578.25	17.1	130593283.7							
1925	9205232.4757669			48332	17.5	136058596.1							
1926	9776949.32687181			49085.75	17.7	142876029.0							
1927	10348666.1779767			49839.5	17.4	153838275.5							
1928	10920383.0290816			50593.25	17.1	165185162.2							
1929	11492099.8801865			51347	17.1	173833131.9							
1930	12063816.7312914			52100.75	16.7	186851906.3							
1931	12635533.5823963			51347	15.2	215020205.0							
1932	13207250.4335012			51952.6153846154	13.7	249356744.3							
1933	13778967.2846061			52558.2307692308	13.0	274159052.1							
1934	14350684.135711			53163.8461538462	13.4	277011041.7							
1935	14922400.9868159			53769.4615384616	13.7	281739287.5							
1936	15494117.8379208			54375.076923077	13.9	288324354.0							
1937	16065834.6890257			54980.6923076924	14.4	288582555.6							
1938	16637551.5401306			55586.3076923078	14.1	305210573.1							
1939	17209268.3912355			56191.9230769232	13.9	320240961.3							
1940	17780985.2423404			56797.5384615386	14.0	328516403.1							
1941	18352702.0934453			57403.153846154	14.7	322932647.9							
1942	18924418.9445502			58008.7692307694	16.3	300306147.5							
1943	19496135.7956551			58614.3846153848	17.3	291495403.8							
1944	20067852.64676			59220.0000000002	17.6	294929020.8							
1945	20639569.4978649			59825.6153846156	18.0	296590613.7							
1946	21211286.3489698			59220	19.5	281359555.2							
1947	21783003.2000747			61957	22.3	252663300.8							
1948	22354720.0511796			64694	24.1	239928294.1							
1949	22926436.9022845			67431	23.8	249166057.5							
1950	23498153.7533894			70168	24.1	252200516.6							
1951	24069870.6044943			72905	26.0	239458181.9							
1952	24641587.4555992			75642	26.5	240520491.0							
1953	25213304.3067041			78379	26.7	244257426.7							
1954	25785021.157809			81116	26.9	247938794.5							
1955	26356738.0089139			83853	26.8	254381860.2							
1956	26928454.8600188			86590	27.2	256077725.5							
1957	27500171.7111237			89327	28.1	253138591.3							
1958	28071888.5622286			92064	28.9	251248259.4							
1959	28643605.4133335			94801	29.1	254603263.8							
1960	28071888.5622288			92064	29.6	245513937.295219							
1961	29964370.7125857			94703	29.9	259289126.128266							
1962	31856922.8615428			97384	30.3	272400385.698071							
1963	33749405.0118998			100164	30.6	285048852.257241							
1964	36193826.1234775			103069	31.0	301834338.47712							
1965	40069930.0699301			106119	31.5	328944346.317529							
1966	44405594.4055944			109347	32.5	353867554.781547							
1967	47379310.3448276			112692	33.4	367378438.584855							
1968	44910179.6407186			116061	34.8	333966470.508911							
1969	47305389.2215569			119261	36.7	333557800.346604							
1970	53233532.9341317			122182	38.8	354652559.658532							
1971	59207317.0731707			124793	40.5	378215220.435801							
1972	66062500			127150	41.8	408634346.353128							
1973	78343558.2822086			129294	44.4	456404161.830542							
1974	103216374.269006			131307	49.3	541448991.754357							
1975	118066298.342541			133260	53.8	567464144.861226							
1976	96905829.5964126			135147	56.9	440456791.039533							
1977	117650000			136989	60.6	502098429.808882							
1978	136300000			138965	65.2	540450045.988759							
1979	151800000			141305	72.6	541020847.399242							
1980	197938222.429283			144155	82.4	621280622.269896	15.4587849908617	57.3915222960823	44.9502253744056				
1981	196089854.656347			147566	90.9	557828999.784556	16.5006679720073	63.0512105741474	43.3334722679334				
1982	182206326.985709			151500	96.5	488388482.260347	18.7778049704163	59.0555325090913	38.938246284175				
1983	192103185.955321			155822	99.6	498889659.429752	18.8332528648611	54.3968950637626	39.8309569597348				
1984	214381949.019381			160347	103.9	533791448.099021	17.8452779850703	58.7029967769402	50.6802735049227				
1985	212643742.664706			164921	107.6	511333410.08044	19.02438176633	51.2824701077912	39.3393099226668				
1986	231638320.535566			169568	109.6	546633327.664226	18.4673414863786	48.637928845819	45.0527710269842				
1987	281082558.5859			174320	113.6	639866355.149209	16.0928334558493	52.3837623742918	49.0731306484807				
1988	320093360.27245			179028	118.3	700122741.749606	14.9431231897869	56.9746457145462	50.3217535955747				
1989	369133890.704745			183469	124.0	770208433.743122	13.7020563625617	57.4821635407217	46.8434365000202				
1990	412086445.492176			187552	130.7	815793966.38311	12.978753003998	51.2739504808613	48.9676782443751				
1991	444720750			191128	136.2	844629278.79826	13.0868640601996	0	43.6228802006653				
1992	518239100			194324	140.3	955322904.900817	13.5234006851278	52.91925097894	49.7194441716188				
1993	559858250			197622	144.5	1002454698.20594	14.8402653707434	50.1844082854901	46.690711443477				
1994	580863700			201680	148.2	1013636057.62861	15.2866068235973	52.4382053827774	49.8319054883271				
1995	620140400			206963	152.4	1052644750.28328	14.2812337335223	49.1110077653383	47.9610101196439				
1996	641383800			213664	156.9	1057700565.55945	14.1408467129977	50.2658782463792	50.0034222878719				
1997	654314350			221580	160.5	1054376179.65528	14.5307985374308	55.7071612444386	52.7792948450542				
1998	688992450			230244	163.0	1093286358.26594	14.3324792601138	56.9276992803042	52.5814687809714				
1999	732750000			238988	166.6	1137824493.47141	13.5033640395769	67.3526305015353	54.3202251791198				
2000	832050000			247315	172.2	1249814477.35192	12.9085571780542	73.6750255393306	52.9736554293612				
2001	868350000			255063	177.1	1268490649.47289	13.1449357977774	69.3761098635343	51.0716013128347				
2002	925050000			262378	179.9	1330220614.3155	14.4234581914491	66.6662288524945	52.988670882655				
2003	983500000			269425	184.0	1382878967.15742	14.7233045246568	66.3973055414337	53.5570259278088				
2004	1051350000			276504	188.9	1439736297.53817	14.0451181813858	58.8749797878918	50.8730156465497				
2005	1102050000			283800	195.3	1459643710.68914	14.6092827004219	63.3864298353069	55.263082437276				
2006	1210150000			291329	201.6	1552729853.25121	14.2614841135396	62.0233111597736	61.5022476552494				
2007	1271600000			299025	207.342	1586323055.78252	15.2612378106323	62.1287826360491	62.0031653035546				
2008	1351350000			306823	215.303	1623484125.82297	15.5734080734081	70.5433825433825	63.1685832685833				
2009	1317300000			314655	214.537	1588224026.62478	16.1413231610112	57.0621916040386	52.394359675093				
2010	1377200000			322464	218.056	1633650845.77092	16.1775196049956	58.646300464711	59.0541460935231				
2011	1460800000			330237	224.939	1679789845.40264	15.7013109255203	64.3286692223439	62.6190375136911				
2012	1522900000			338000	229.594	1715695780.26711	15.4429181167509	63.8035721321164	64.4527972946352				
2013	1579400000			345715	232.957	1753660365.91146	15.528314549829	66.5932980878815	65.3605229834114				
2014	1662800000			353366	236.736	1816789779.33944	15.3638802020688	65.2709345681982	62.3173682944431				
2015	1723800000			360933	237.017	1881207288.92864	15.5991704374057	66.2613441234482	58.8154658313029				
2016	1775100000			368400	240.007	1913056898.99537	16.8056250352093	61.6117120162244	52.6024815503352				
2017	1836600000			375769	245.120	1938053865.54522	16.6367363606664	58.434808885985	54.976284983121				
2018	1871200000			383071	251.107	1927484750.51456	17.4916524155622	58.0079173792219	57.7023460880718				
2019	1879613600			390353	255.657	1901688830.76017	17.4916243423648	58.0078213947803	57.7022506115087				
2020					258.660								
													
cf	WB			WB	US BLS + CLI by Albert Rees / via Minneapolis FED		WB			Blue books / reports on			
note	Figs in current USD. 				CPI-U								


NAVAL: Table 1
	GDP			Population	CPI-U US	GDP 2020	GOB consumption pc	Imports pc GDP	Exports pc GDP	Revenue	Expenditure	Imports	Exports / Log	Exports / Mah
1750														
1751														
1752														
1753														
1754														
1755														
1756														
1757														
1758														
1759														
1760														
1761														
1762														
1763														
1764														
1765														3791.0.0
1766														2083.0.0
1767														833.0.0
1768														3750
1769														
1770														
1771														
1772														
1773														
1774														
1775														
1776				25635										
1777														
1778			0											
1779			0							31544.8.0	28364.0.0			
1780			0							26529.15.9	35614.2.10	210675.0.0		
1781	0	0	0											
1782			0							35725.10.8	32643.11.4	190495.4.0		
1783			0							42416.4.6	39720.8.7	177683.14.0		
1784			0							36629.16.5	30403.12.10	151188.16.0		
1785			0							33030.18.5	26220.2.0	184337.12.0		
1786			0	24710						42880.15.4	25453.15.0	180662.0.0		
1787										38719.14.6	29350.15.11	167809.0.0	203560.0.0	
1788										51945.14.0	34406.14.1	236615.0.0	216992.12.0	
1789			0							43722.17.0	40063.0.11			
1790										41906.2.11	40839.5.0	175321.0.0	202512.8.0	
1876										40231.5.8	36614.10.8	163403.4.0	206420.5.0	
1877										41588.9.8	39928.10.3	167232.5.4	124503.9.2	
1878										40361.7.4	51093.15.0	191490.12.5	131006.19.10	
1879				30000						40324.8.11	50699.12.7	159888.3.8	187673.4.0	
1880										43234.8.0	37922.12.1	122969.16.8	117288.6.2	
1881				27452						43642.7.2	40712.3.4	109897.12.0	137510.8.7	
1882										46384.9.6	44500.4.2	232882.4.0	250632.12.0	
1883										52277.14.8	40343.15.10	268973.0.0	302869.12.0	
1884										51866.1.6	53585.0.10	237538.0.0	317449.4.0	
1885										52245.16.9	63235.4.0	254856.8.0	244280.4.0	
1886	2419913.42644059	2056759.61357106	2783067.24							271806.93	312773.27	1179813.00	1400234.00	
1887	2297801.1729722	1933307.07175922	2662295.27							280139.86	294298.32	1097721.00	1349709.00	
1888	2471022.51140739	1956338.38577385	2985706.64							311719.20	297934.92	1479048.00	1526115.00	
1889	3114396.23897616	2045934.65899744	4182857.82							347838.89	311759.71	1863327.00	2155554.00	
1890	2929798.0359306	2259949.19862003	3599646.87							332135.87	344452.54	1829480.00	1866099.00	
1891	2977035.73445258	2283592.54352969	3670478.92537546	31471						357634.01	348282.98	1853365.00	1909930.00	
1892	2894468.23976464	2443639.64209421	3345296.83743506							338659.98	373719.01	1757038.00	1741235.00	
1893	3335431.49638336	2574891.30814451	4095971.6846222							412649.33	394702.19	1460941.00	2135117.00	
1894	3187284.20354689	1496868.67291816	4877699.73417561	32899						207287.72	230283.41	1578432.00	2549583.00	
1895	2148028.96067688	1845960.28356626	2450097.6377875	33353	8.33333333333333	66673100.5162418				254612.13	284961.35	1453640.00	1283998.00	
1896	2184682.92460747	1748310.21599855	2621055.63321638	33811	8.33333333333333	67810810.2334762				312686.25	269877.33	1462637.00	1378601.00	
1897	2376975.61423449	2096188.54561238	2657762.6828566	34276	8.33333333333333	73779421.4853472				314017.67	322990.41	1422097.00	1404387.00	
1898	2188959.75891671	1967786.83944963	2410132.67838379	34747	8.33333333333333	67943559.7489676				274690.40	301413.75	1248910.00	1282593.00	
1899	1505822.07528599		2385990.37737764	35226	8.33333333333333	46739512.5592169				256296.75	260238.38	1031473.00	1278617.00	
1900	822684.391655275	1645368.78331055	0		8.33333333333333	25535465.3694664				292689.28	249186.50			
1901	2137225.12614482	1709249.49511094	2565200.7571787	38315	8.33333333333333	66337758.1354343				272142.68	256910.67	1227202.00	1387598.00	
1902	2097738.2402256	1689898.89638663	2505577.58406456		8.66666666666667	62607804.6019331				259600.19	252242.24	1227803.00	1362210.00	
1903	2592498.69089292	1786694.39303011	3398302.98875573		9	74508412.3762625				301194.10	266039.16	1772976.00	1853181.00	
1904	2652628.24673662	1895842.83732549	3409413.65614775		9	76236535.8112105				309790.96	282258.91	1757319.00	1863871.00	
1905	2676567.9979649	2012017.18580375	3341118.81012605		9	76924564.2615112				332109.95	300350.89	1876560.00	1835250.00	
1906	2902788.51886369	2143630.46286162	3661946.57486576		9	83426142.0321425				391860.72	321438.66	2200541.00	2019006.00	
1907	3705385.83904003	3430216.05830799	3980555.61977206		9.33333333333333	102689475.120653				395183.04	516700.62	2415723.00	2211036.00	
1908	3746682.06331966	3544778.19958979	3948585.92704952		9	107679642.499807				360914.80	535978.94	2676723.00	2201799.00	
1909	3498406.87735149	3913290.41556812	3936908.9781778		9	100544213.655082				395854.96	592120.26	2704248.00	2209023.00	
1910	3250131.69138332				9.33333333333333	90072756.7814153				459295.10	542810.36	2819217.00	2344380.00	
1911	3001856.50541515			40458	9.33333333333333	83192164.6811446				1201908.10	532122.71	2886677.00	2685849.00	
1912	2753581.31944698			40809	9.66666666666667	73680139.0436023				575243.33	611130.63	3496908.00	2856143.00	
1913	2505306.13347881			41170	9.9	65456816.6				591431.91	609441.37	3085368.00	3126225.00	
1914	2257030.94751064			41543	10.0	58380362.5	1.03410923621308					2980406.00	2918775.00	
1915	2008755.76154247				10.1	51444036.2				518446.82	555593.24			
1916	2008755.76154244	4017511.52308488	0		10.9	47668327.1				640462.21	613788.19			
1917	2434402.99112759	0	4868805.98225517	42732	12.8	49193959.2						2793773.00	2802967.00	
1918	3059707.51725201				15.1	52412181.9						3565416.00	3668657.00	
1919	3685012.04337643				17.3	55096255.2						4695216.00	4448809.00	
1920	4310316.56950085				20.0	55745324.2						5876711.00	5045671.00	
1921	4935621.09562527				17.9	71321103.5				1105206.90	1410780.46	3343132.00	3045671.00	
1922	5560925.62174969				16.8	85618394.1				1137529.44	1098915.27	3290402.00	2817597.00	
1923	6186230.14787411			46527	17.1	93574870.8				1093149.15	1203219.87	4036688.00	3196884.00	
1924	6811534.67399853			47132	17.1	103033424.5				938969.43	920998.28	3894281.00	3337744.00	
1925	7436839.20012295			47893	17.5	109920733.0				996287.47	971196.96	4515121.00	3576018.00	
1926	8062143.72624737			48584	17.7	117816615.6				1116432.30	1040490.11	5065663.00	3928790.00	
1927	8687448.25237179				17.4	129143411.8								
1928	9312752.77849621				17.1	140867639.4						4481748.00	4041502.00	
1929	9938057.30462063				17.1	150326193.1						5056673.00	4876875.00	
1930	10563361.830745				16.7	163611926.4				1160444.98	1087047.05	4925330.00	4534953.00	
1931	11188666.3568694				15.2	190398713.1				875045.26	1035600.35	4435358.00	2911066.00	
1932	11813970.8829938			52945	13.7	223051219.6				893716.02	940984.76	2301838.00	1447484.00	
1933	12439275.4091182			53770	13.0	247503305.9				1056244.31	958233.31	1687112.00	1042095.00	
1934	13064579.9352426			54744	13.4	252185391.5				836668.146666667	1089081.92000000	1912375.00	1520917.00	
1935	13689884.461367			55448	13.7	258469015.7				1192687.72	1341957.42	2676795.00	1699043.00	
1936	14315188.9874914			56071	13.9	266386099.5				1597540.35	1388695.82			
1937	14940493.5136158			56893	14.4	268368614.7				1550749.20	1531253.58	3981249.00	2602600.00	
1938	15565798.0397402			57767	14.1	285549597.2				1740601.73	1872413.11	4004091.00	3263384.00	
1939	16191102.5658646				13.9	301294287.0								
1940	16816407.091989				14.0	310695132.7								
1941	17441711.6181134				14.7	306902933.8								
1942	18067016.1442378				16.3	286700269.7								
1943	18692320.6703622				17.3	279477206.0								
1944	19317625.1964866				17.6	283903234.8								
1945	19942929.722611				18.0	286579900.1								
1946	20568234.2487354				19.5	272829716.5								
1947	21193538.7748598				22.3	245826042.1								
1948	21818843.3009842				24.1	234176846.8								
1949	22444147.8271086				23.8	243924507.4								
1950	23069452.353233				24.1	247599358.7								
1951	23694756.8793574				26.0	235726377.5								
1952	24320061.4054818				26.5	237382154.1								
1953	24945365.9316062				26.7	241661736.0								
1954	25570670.4577306				26.9	245877681.1								
1955	26195974.983855				26.8	252830257.1								
1956	26821279.5099794				27.2	255058535.2								
1957	27446584.0361038				28.1	252645317.7								
1958	28071888.5622282				28.9	251248259.4								
1959	28697193.0883526				29.1	255079586.4								
1960	28071888.5622288				29.6	245513937.295219								
1961	29964370.7125857				29.9	259289126.128266								
1962	31856922.8615428				30.3	272400385.698071								
1963	33749405.0118998				30.6	285048852.257241								
1964	36193826.1234775				31.0	301834338.47712								
1965	40069930.0699301				31.5	328944346.317529								
1966	44405594.4055944				32.5	353867554.781547								
1967	47379310.3448276				33.4	367378438.584855								
1968	44910179.6407186				34.8	333966470.508911								
1969	47305389.2215569				36.7	333557800.346604								
1970	53233532.9341317				38.8	354652559.658532								
1971	59207317.0731707				40.5	378215220.435801								
1972	66062500				41.8	408634346.353128								
1973	78343558.2822086				44.4	456404161.830542								
1974	103216374.269006				49.3	541448991.754357								
1975	118066298.342541				53.8	567464144.861226								
1976	96905829.5964126				56.9	440456791.039533								
1977	117650000				60.6	502098429.808882								
1978	136300000				65.2	540450045.988759								
1979	151800000				72.6	541020847.399242								
1980	197938222.429283				82.4	621280622.269896	15.4587849908617	57.3915222960823	44.9502253744056					
1981	196089854.656347				90.9	557828999.784556	16.5006679720073	63.0512105741474	43.3334722679334					
1982	182206326.985709				96.5	488388482.260347	18.7778049704163	59.0555325090913	38.938246284175					
1983	192103185.955321				99.6	498889659.429752	18.8332528648611	54.3968950637626	39.8309569597348					
1984	214381949.019381				103.9	533791448.099021	17.8452779850703	58.7029967769402	50.6802735049227					
1985	212643742.664706				107.6	511333410.08044	19.02438176633	51.2824701077912	39.3393099226668					
1986	231638320.535566				109.6	546633327.664226	18.4673414863786	48.637928845819	45.0527710269842					
1987	281082558.5859				113.6	639866355.149209	16.0928334558493	52.3837623742918	49.0731306484807					
1988	320093360.27245				118.3	700122741.749606	14.9431231897869	56.9746457145462	50.3217535955747					
1989	369133890.704745				124.0	770208433.743122	13.7020563625617	57.4821635407217	46.8434365000202					
1990	412086445.492176				130.7	815793966.38311	12.978753003998	51.2739504808613	48.9676782443751					
1991	444720750				136.2	844629278.79826	13.0868640601996	0	43.6228802006653					
1992	518239100				140.3	955322904.900817	13.5234006851278	52.91925097894	49.7194441716188					
1993	559858250				144.5	1002454698.20594	14.8402653707434	50.1844082854901	46.690711443477					
1994	580863700				148.2	1013636057.62861	15.2866068235973	52.4382053827774	49.8319054883271					
1995	620140400				152.4	1052644750.28328	14.2812337335223	49.1110077653383	47.9610101196439					
1996	641383800				156.9	1057700565.55945	14.1408467129977	50.2658782463792	50.0034222878719					
1997	654314350				160.5	1054376179.65528	14.5307985374308	55.7071612444386	52.7792948450542					
1998	688992450				163.0	1093286358.26594	14.3324792601138	56.9276992803042	52.5814687809714					
1999	732750000				166.6	1137824493.47141	13.5033640395769	67.3526305015353	54.3202251791198					
2000	832050000				172.2	1249814477.35192	12.9085571780542	73.6750255393306	52.9736554293612					
2001	868350000				177.1	1268490649.47289	13.1449357977774	69.3761098635343	51.0716013128347					
2002	925050000				179.9	1330220614.3155	14.4234581914491	66.6662288524945	52.988670882655					
2003	983500000				184.0	1382878967.15742	14.7233045246568	66.3973055414337	53.5570259278088					
2004	1051350000				188.9	1439736297.53817	14.0451181813858	58.8749797878918	50.8730156465497					
2005	1102050000				195.3	1459643710.68914	14.6092827004219	63.3864298353069	55.263082437276					
2006	1210150000				201.6	1552729853.25121	14.2614841135396	62.0233111597736	61.5022476552494					
2007	1271600000				207.342	1586323055.78252	15.2612378106323	62.1287826360491	62.0031653035546					
2008	1351350000				215.303	1623484125.82297	15.5734080734081	70.5433825433825	63.1685832685833					
2009	1317300000				214.537	1588224026.62478	16.1413231610112	57.0621916040386	52.394359675093					
2010	1377200000				218.056	1633650845.77092	16.1775196049956	58.646300464711	59.0541460935231					
2011	1460800000				224.939	1679789845.40264	15.7013109255203	64.3286692223439	62.6190375136911					
2012	1522900000				229.594	1715695780.26711	15.4429181167509	63.8035721321164	64.4527972946352					
2013	1579400000				232.957	1753660365.91146	15.528314549829	66.5932980878815	65.3605229834114					
2014	1662800000				236.736	1816789779.33944	15.3638802020688	65.2709345681982	62.3173682944431					
2015	1723800000				237.017	1881207288.92864	15.5991704374057	66.2613441234482	58.8154658313029					
2016	1775100000				240.007	1913056898.99537	16.8056250352093	61.6117120162244	52.6024815503352					
2017	1836600000				245.120	1938053865.54522	16.6367363606664	58.434808885985	54.976284983121					
2018	1871200000				251.107	1927484750.51456	17.4916524155622	58.0079173792219	57.7023460880718					
2019	1879613600				255.657	1901688830.76017	17.4916243423648	58.0078213947803	57.7022506115087					
2020					258.660									
														
cf	WB			WB	US BLS + CLI by Albert Rees / via Minneapolis FED		WB			Blue books / reports on				
note	Figs in current USD. 				CPI-U									


Storms-1: Storms w/in 150 nautical miles of Belize.
Name	Start	Max wind	Min press	Max cat w/in	Data	Loss	Loss / GDP unit	GDP Prev yr	Ratio 00	Loss 2020 BZD	Deaths	Pop	Ratio 00000	Impact sx	Impact f	Cost f	Impact c
U	7 Sep 1857	55	-1						1.02								
U	28 Jul 1861	45	-1						1.02								
U	26 Aug 1864	70	-1	1					1.02								
U	16 Sep 1871	45	-1						1.02								
U	17 Jul 1876	75	-1	1					1.02								
U	10 Sep 1879	80	-1						1.02								
U	9 Jun 1880	45	-1						1.02								
U	2 Aug 1887	55	-1						1.02								
U	15 Oct 1889	50	-1						1.02								
U	14 Oct 1891	55	-1						1.02								
U	5 Oct 1892	85	-1	2					1.02								
U	4 Jul 1893	85	-1	1					1.02								
U	9 Sep 1894	55	-1						1.02								
U	25 Sep 1895	55	982						1.02								
U	2 Sep 1898	75	-1	1					1.02								
U	12 Sep 1898	50	-1						1.02								
U	27 Oct 1898	50	-1						1.02								
U	28 Sep 1904	70	-1	1					1.02								
U	8 Oct 1906	105	953	1					1.02								
U	27 Aug 1916	70	986			"97,900.2529057116"		"9,578,583.60"	1.02								
U	6 Jul 1917	45	-1			"105,654.72837226"		"10,337,283.29"	1.02								
U	22 Aug 1918	90	968	1		"124,071.607566985"		"12,139,195.05"	1.02								
U	16 Jun 1921	80	980			"193,861.886868131"		"18,967,492.27"	1.02								
U	18 Jun 1924	40	-1			"165,751.913263564"		"16,217,205.89"	1.02								
U	3 Oct 1926	35	-1			"171,567.769889027"		"16,786,230.66"	1.02								
U	10 Aug 1931	50	-1			"161,874.675581393"		"15,837,856.05"	1.02								
U	11 Nov 1931	45	-1			"161,874.675581393"		"15,837,856.05"	1.02								
U	25 Sep 1932	125	943			"147,335.034068839"		"14,415,294.13"	1.02								
U	7 Oct 1932	60	-1			"147,335.034068839"		"14,415,294.13"	1.02								
U	14 Jul 1933	45	-1			"132,795.392556284"		"12,992,732.21"	1.02								
U	4 Jun 1934	85	966	1		"126,010.226510278"		"12,328,869.98"	1.02								
U	10 Oct 1938	50	996			"139,580.558500083"		"13,656,594.43"	1.02								
