								Orientation	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1																														
								Assigned to	VA	CC	RL	PV	VA	VA	RQ	RL	RL		VA	CC	RL	PV	VA	VA	RQ	RL	RL																														
		WJP19VA	WJP19CC	WJP19RL	WJP19PV	WJP19RQ																																																			
VNM	Vietnam	0.46	0.42	0.61	1.00	0.45			0.45	0.42	0.90	1.00	0.46	0.46	0.45	0.46	0.46		0.45	0.42	0.90	1.00	0.46	0.46	0.45	0.46	0.46																														
ZMB	Zambia	0.42	0.38	0.50	1.00	0.43			0.46	0.38	0.62	1.00	0.42	0.38	0.43	0.47	0.41		0.46	0.38	0.62	1.00	0.42	0.38	0.43	0.47	0.41																														
ZWE	Zimbabwe	0.33	0.32	0.48	1.00	0.36			0.33	0.32	0.63	1.00	0.34	0.32	0.36	0.45	0.37		0.33	0.32	0.63	1.00	0.34	0.32	0.36	0.45	0.37																														


WGI2018: Table 1
		Averaged Rescaled Data							Original Data										Rescaled Data																																						
				 				  	Factor 1: Limited Government Powers	Factor 2: Absence of Corruption	Factor 5.1: Crime is effectively controlled (Order and Security)	Factor 5.2: Civil conflict is effectively limited (Order and Security)	Factor 4: Fundamental Rights	Factor 3: Open Government 	Factor 6: Regulatory Enforcement	Factor 7: Civil Justice	Factor 8: Criminal Justice		Factor 1: Limited Government Powers	Factor 2: Absence of Corruption	Factor 5.1: Crime is effectively controlled (Order and Security)	Factor 5.2: Civil conflict is effectively limited (Order and Security)	Factor 4: Fundamental Rights	Factor 3: Open Government 	Factor 6: Regulatory Enforcement	Factor 7: Civil Justice	Factor 8: Criminal Justice																														
								Max	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1																														
								Min	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0																														
								Orientation	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1																														
								Assigned to	VA	CC	RL	PV	VA	VA	RQ	RL	RL		VA	CC	RL	PV	VA	VA	RQ	RL	RL																														
		WJP18VA	WJP18CC	WJP18RL	WJP18PV	WJP18RQ																																																			
AFG	Afghanistan	0.40	0.28	0.37	0.04	0.35			0.43	0.28	0.47	0.04	0.40	0.37	0.35	0.38	0.28		0.43	0.28	0.47	0.04	0.40	0.37	0.35	0.38	0.28																														
ALB	Albania	0.52	0.35	0.59	1.00	0.44			0.49	0.35	0.86	1.00	0.61	0.46	0.44	0.44	0.47	 	0.49	0.35	0.86	1.00	0.61	0.46	0.44	0.44	0.47																														
ATG	Antigua and Barbuda	0.61	0.61	0.68	1.00	0.58			0.61	0.61	0.81	1.00	0.69	0.52	0.58	0.66	0.56		0.61	0.61	0.81	1.00	0.69	0.52	0.58	0.66	0.56																														
ARG	Argentina	0.65	0.52	0.53	1.00	0.52			0.62	0.52	0.56	1.00	0.70	0.63	0.52	0.58	0.45		0.62	0.52	0.56	1.00	0.70	0.63	0.52	0.58	0.45																														
AUS	Australia	0.81	0.81	0.80	1.00	0.81			0.83	0.81	0.89	1.00	0.79	0.82	0.81	0.76	0.73		0.83	0.81	0.89	1.00	0.79	0.82	0.81	0.76	0.73																														
AUT	Austria	0.81	0.84	0.83	1.00	0.84			0.84	0.84	0.91	1.00	0.85	0.72	0.84	0.78	0.80		0.84	0.84	0.91	1.00	0.85	0.72	0.84	0.78	0.80																														
BHS	Bahamas	0.59	0.65	0.66	1.00	0.51			0.61	0.65	0.77	1.00	0.66	0.50	0.51	0.58	0.62		0.61	0.65	0.77	1.00	0.66	0.50	0.51	0.58	0.62																														
BGD	Bangladesh	0.40	0.37	0.50	0.83	0.42			0.42	0.37	0.77	0.83	0.33	0.44	0.42	0.39	0.34		0.42	0.37	0.77	0.83	0.33	0.44	0.42	0.39	0.34																														
BRB	Barbados	0.64	0.68	0.71	1.00	0.62			0.65	0.68	0.89	1.00	0.74	0.52	0.62	0.65	0.58		0.65	0.68	0.89	1.00	0.74	0.52	0.62	0.65	0.58																														
BLR	Belarus	0.40	0.55	0.66	1.00	0.50			0.36	0.55	0.89	1.00	0.47	0.36	0.50	0.60	0.48		0.36	0.55	0.89	1.00	0.47	0.36	0.50	0.60	0.48																														
BEL	Belgium	0.81	0.80	0.77	0.92	0.81			0.83	0.80	0.85	0.92	0.84	0.77	0.81	0.76	0.72		0.83	0.80	0.85	0.92	0.84	0.77	0.81	0.76	0.72																														
BLZ	Belize	0.47	0.44	0.51	1.00	0.42			0.46	0.44	0.70	1.00	0.49	0.45	0.42	0.50	0.34		0.46	0.44	0.70	1.00	0.49	0.45	0.42	0.50	0.34																														
BOL	Bolivia	0.42	0.26	0.38	1.00	0.40			0.36	0.26	0.58	1.00	0.47	0.42	0.40	0.35	0.21		0.36	0.26	0.58	1.00	0.47	0.42	0.40	0.35	0.21																														
BIH	Bosnia and Herzegovina	0.51	0.44	0.62	1.00	0.49			0.45	0.44	0.85	1.00	0.59	0.47	0.49	0.51	0.50		0.45	0.44	0.85	1.00	0.59	0.47	0.49	0.51	0.50																														
BWA	Botswana	0.55	0.60	0.61	1.00	0.60			0.58	0.60	0.66	1.00	0.58	0.48	0.60	0.60	0.57		0.58	0.60	0.66	1.00	0.58	0.48	0.60	0.60	0.57																														
BRA	Brazil	0.58	0.45	0.47	1.00	0.52			0.56	0.45	0.51	1.00	0.55	0.62	0.52	0.55	0.35		0.56	0.45	0.51	1.00	0.55	0.62	0.52	0.55	0.35																														
BGR	Bulgaria	0.53	0.44	0.62	1.00	0.54			0.46	0.44	0.84	1.00	0.60	0.54	0.54	0.56	0.45		0.46	0.44	0.84	1.00	0.60	0.54	0.54	0.56	0.45																														
BFA	Burkina Faso	0.53	0.44	0.55	0.87	0.46			0.55	0.44	0.73	0.87	0.57	0.46	0.46	0.46	0.47		0.55	0.44	0.73	0.87	0.57	0.46	0.46	0.46	0.47																														
KHM	Cambodia	0.30	0.24	0.43	1.00	0.29			0.29	0.24	0.81	1.00	0.35	0.27	0.29	0.23	0.25		0.29	0.24	0.81	1.00	0.35	0.27	0.29	0.23	0.25																														
CMR	Cameroon	0.37	0.27	0.43	0.68	0.41			0.39	0.27	0.61	0.68	0.39	0.34	0.41	0.39	0.28		0.39	0.27	0.61	0.68	0.39	0.34	0.41	0.39	0.28																														
CAN	Canada	0.83	0.83	0.79	1.00	0.81			0.85	0.83	0.92	1.00	0.83	0.81	0.81	0.70	0.73		0.85	0.83	0.92	1.00	0.83	0.81	0.81	0.70	0.73																														
CHL	Chile	0.73	0.70	0.65	1.00	0.65			0.72	0.70	0.75	1.00	0.73	0.72	0.65	0.63	0.57		0.72	0.70	0.75	1.00	0.73	0.72	0.65	0.63	0.57																														
CHN	China	0.35	0.55	0.60	0.92	0.48			0.33	0.55	0.79	0.92	0.32	0.42	0.48	0.54	0.47		0.33	0.55	0.79	0.92	0.32	0.42	0.48	0.54	0.47																														
COL	Colombia	0.56	0.38	0.43	1.00	0.50			0.53	0.38	0.49	1.00	0.53	0.63	0.50	0.48	0.33		0.53	0.38	0.49	1.00	0.53	0.63	0.50	0.48	0.33																														
CRI	Costa Rica	0.76	0.68	0.63	1.00	0.68			0.78	0.68	0.70	1.00	0.78	0.71	0.68	0.62	0.55		0.78	0.68	0.70	1.00	0.78	0.71	0.68	0.62	0.55																														
CIV	Cote d'Ivoire	0.41	0.37	0.52	1.00	0.52			0.41	0.37	0.67	1.00	0.46	0.37	0.52	0.52	0.38		0.41	0.37	0.67	1.00	0.46	0.37	0.52	0.52	0.38																														
HRV	Croatia	0.61	0.57	0.67	1.00	0.55			0.58	0.57	0.94	1.00	0.65	0.61	0.55	0.58	0.51		0.58	0.57	0.94	1.00	0.65	0.61	0.55	0.58	0.51																														
CZE	Czech Republic	0.73	0.64	0.76	1.00	0.70			0.73	0.64	0.89	1.00	0.78	0.66	0.70	0.70	0.70		0.73	0.64	0.89	1.00	0.78	0.66	0.70	0.70	0.70																														
DNK	Denmark	0.91	0.95	0.88	1.00	0.90			0.95	0.95	0.94	1.00	0.92	0.86	0.90	0.87	0.83		0.95	0.95	0.94	1.00	0.92	0.86	0.90	0.87	0.83																														
DMA	Dominica	0.56	0.60	0.67	1.00	0.52			0.53	0.60	0.88	1.00	0.64	0.50	0.52	0.59	0.55		0.53	0.60	0.88	1.00	0.64	0.50	0.52	0.59	0.55																														
DOM	Dominican Republic	0.51	0.39	0.45	1.00	0.39			0.45	0.39	0.59	1.00	0.56	0.51	0.39	0.43	0.34		0.45	0.39	0.59	1.00	0.56	0.51	0.39	0.43	0.34																														
ECU	Ecuador	0.49	0.41	0.47	1.00	0.49			0.46	0.41	0.58	1.00	0.49	0.51	0.49	0.48	0.35		0.46	0.41	0.58	1.00	0.49	0.51	0.49	0.48	0.35																														
EGY	Egypt	0.27	0.40	0.51	0.50	0.35			0.29	0.40	0.75	0.50	0.29	0.22	0.35	0.38	0.41		0.29	0.40	0.75	0.50	0.29	0.22	0.35	0.38	0.41																														
SLV	El Salvador	0.50	0.40	0.42	1.00	0.49			0.47	0.40	0.45	1.00	0.52	0.51	0.49	0.51	0.29		0.47	0.40	0.45	1.00	0.52	0.51	0.49	0.51	0.29																														
EST	Estonia	0.82	0.80	0.80	1.00	0.79			0.84	0.80	0.90	1.00	0.83	0.80	0.79	0.80	0.71		0.84	0.80	0.90	1.00	0.83	0.80	0.79	0.80	0.71																														
ETH	Ethiopia	0.30	0.46	0.46	0.83	0.36			0.33	0.46	0.64	0.83	0.29	0.28	0.36	0.41	0.33		0.33	0.46	0.64	0.83	0.29	0.28	0.36	0.41	0.33																														
FIN	Finland	0.90	0.89	0.86	1.00	0.84			0.92	0.89	0.94	1.00	0.92	0.87	0.84	0.80	0.84		0.92	0.89	0.94	1.00	0.92	0.87	0.84	0.80	0.84																														
FRA	France	0.76	0.75	0.72	0.92	0.77			0.74	0.75	0.82	0.92	0.74	0.79	0.77	0.71	0.63		0.74	0.75	0.82	0.92	0.74	0.79	0.77	0.71	0.63																														
GEO	Georgia	0.59	0.70	0.66	1.00	0.56			0.57	0.70	0.92	1.00	0.62	0.59	0.56	0.54	0.52		0.57	0.70	0.92	1.00	0.62	0.59	0.56	0.54	0.52																														
DEU	Germany	0.83	0.82	0.84	1.00	0.85			0.85	0.82	0.89	1.00	0.85	0.79	0.85	0.86	0.78		0.85	0.82	0.89	1.00	0.85	0.79	0.85	0.86	0.78																														
GHA	Ghana	0.62	0.41	0.62	1.00	0.55			0.70	0.41	0.75	1.00	0.64	0.51	0.55	0.62	0.49		0.70	0.41	0.75	1.00	0.64	0.51	0.55	0.62	0.49																														
GRC	Greece	0.65	0.57	0.63	1.00	0.59			0.69	0.57	0.81	1.00	0.66	0.61	0.59	0.58	0.51		0.69	0.57	0.81	1.00	0.66	0.61	0.59	0.58	0.51																														
GRD	Grenada	0.56	0.66	0.67	1.00	0.58			0.59	0.66	0.88	1.00	0.63	0.47	0.58	0.62	0.50		0.59	0.66	0.88	1.00	0.63	0.47	0.58	0.62	0.50																														
GTM	Guatemala	0.53	0.37	0.41	1.00	0.42			0.54	0.37	0.53	1.00	0.55	0.51	0.42	0.37	0.32		0.54	0.37	0.53	1.00	0.55	0.51	0.42	0.37	0.32																														
GUY	Guyana	0.52	0.46	0.53	1.00	0.46			0.57	0.46	0.66	1.00	0.56	0.44	0.46	0.53	0.38		0.57	0.46	0.66	1.00	0.56	0.44	0.46	0.53	0.38																														
HND	Honduras	0.40	0.34	0.39	1.00	0.40			0.37	0.34	0.50	1.00	0.41	0.42	0.40	0.41	0.26		0.37	0.34	0.50	1.00	0.41	0.42	0.40	0.41	0.26																														
HKG	"Hong Kong SAR, China"	0.69	0.84	0.81	1.00	0.82			0.65	0.84	0.93	1.00	0.66	0.75	0.82	0.77	0.71		0.65	0.84	0.93	1.00	0.66	0.75	0.82	0.77	0.71																														
HUN	Hungary	0.48	0.51	0.62	1.00	0.47			0.41	0.51	0.92	1.00	0.58	0.46	0.47	0.46	0.48		0.41	0.51	0.92	1.00	0.58	0.46	0.47	0.46	0.48																														
IND	India	0.58	0.43	0.55	0.64	0.48			0.61	0.43	0.79	0.64	0.53	0.61	0.48	0.45	0.40		0.61	0.43	0.79	0.64	0.53	0.61	0.48	0.45	0.40																														
IDN	Indonesia	0.57	0.38	0.56	0.83	0.55			0.66	0.38	0.85	0.83	0.52	0.54	0.55	0.44	0.37		0.66	0.38	0.85	0.83	0.52	0.54	0.55	0.44	0.37																														
IRN	Iran	0.31	0.45	0.58	0.85	0.48			0.39	0.45	0.76	0.85	0.25	0.29	0.48	0.55	0.42		0.39	0.45	0.76	0.85	0.25	0.29	0.48	0.55	0.42																														
ITA	Italy	0.69	0.63	0.67	1.00	0.59			0.71	0.63	0.80	1.00	0.73	0.63	0.59	0.56	0.64		0.71	0.63	0.80	1.00	0.73	0.63	0.59	0.56	0.64																														
JAM	Jamaica	0.60	0.54	0.55	1.00	0.54			0.62	0.54	0.64	1.00	0.63	0.56	0.54	0.51	0.50		0.62	0.54	0.64	1.00	0.63	0.56	0.54	0.51	0.50																														
JPN	Japan	0.73	0.82	0.82	1.00	0.78			0.71	0.82	0.93	1.00	0.78	0.69	0.78	0.79	0.74		0.71	0.82	0.93	1.00	0.78	0.69	0.78	0.79	0.74																														
JOR	Jordan	0.47	0.58	0.69	1.00	0.58			0.49	0.58	0.85	1.00	0.49	0.41	0.58	0.63	0.58		0.49	0.58	0.85	1.00	0.49	0.41	0.58	0.63	0.58																														
KAZ	Kazakhstan	0.45	0.47	0.60	1.00	0.51			0.43	0.47	0.78	1.00	0.46	0.47	0.51	0.59	0.44		0.43	0.47	0.78	1.00	0.46	0.47	0.51	0.59	0.44																														
KEN	Kenya	0.48	0.27	0.48	0.78	0.46			0.49	0.27	0.59	0.78	0.46	0.49	0.46	0.47	0.38		0.49	0.27	0.59	0.78	0.46	0.49	0.46	0.47	0.38																														
KGZ	Kyrgyzstan	0.50	0.31	0.53	1.00	0.45			0.48	0.31	0.78	1.00	0.49	0.54	0.45	0.49	0.31		0.48	0.31	0.78	1.00	0.49	0.54	0.45	0.49	0.31																														
LBN	Lebanon	0.49	0.39	0.51	0.85	0.44			0.52	0.39	0.70	0.85	0.52	0.44	0.44	0.44	0.38		0.52	0.39	0.70	0.85	0.52	0.44	0.44	0.44	0.38																														
LBR	Liberia	0.51	0.32	0.42	1.00	0.43			0.53	0.32	0.49	1.00	0.52	0.49	0.43	0.44	0.32		0.53	0.32	0.49	1.00	0.52	0.49	0.43	0.44	0.32																														
MKD	"Macedonia, FYR"	0.51	0.47	0.61	1.00	0.48			0.47	0.47	0.78	1.00	0.57	0.49	0.48	0.57	0.47		0.47	0.47	0.78	1.00	0.57	0.49	0.48	0.57	0.47																														
MDG	Madagascar	0.46	0.26	0.47	1.00	0.35			0.44	0.26	0.66	1.00	0.47	0.46	0.35	0.40	0.34		0.44	0.26	0.66	1.00	0.47	0.46	0.35	0.40	0.34																														
MWI	Malawi	0.53	0.42	0.56	1.00	0.45			0.56	0.42	0.69	1.00	0.59	0.43	0.45	0.54	0.45		0.56	0.42	0.69	1.00	0.59	0.43	0.45	0.54	0.45																														
MYS	Malaysia	0.47	0.58	0.63	1.00	0.53			0.54	0.58	0.75	1.00	0.48	0.38	0.53	0.60	0.54		0.54	0.58	0.75	1.00	0.48	0.38	0.53	0.60	0.54																														
MEX	Mexico	0.54	0.29	0.38	1.00	0.46			0.47	0.29	0.44	1.00	0.54	0.61	0.46	0.40	0.29		0.47	0.29	0.44	1.00	0.54	0.61	0.46	0.40	0.29																														
MDA	Moldova	0.51	0.32	0.54	1.00	0.42			0.43	0.32	0.81	1.00	0.54	0.55	0.42	0.47	0.34		0.43	0.32	0.81	1.00	0.54	0.55	0.42	0.47	0.34																														
MNG	Mongolia	0.54	0.44	0.62	1.00	0.49			0.54	0.44	0.83	1.00	0.58	0.51	0.49	0.54	0.50		0.54	0.44	0.83	1.00	0.58	0.51	0.49	0.54	0.50																														
MAR	Morocco	0.48	0.44	0.52	1.00	0.54			0.53	0.44	0.65	1.00	0.46	0.44	0.54	0.54	0.38		0.53	0.44	0.65	1.00	0.46	0.44	0.54	0.54	0.38																														
MMR	Myanmar	0.37	0.47	0.50	0.63	0.46			0.45	0.47	0.85	0.63	0.31	0.35	0.46	0.36	0.29		0.45	0.47	0.85	0.63	0.31	0.35	0.46	0.36	0.29																														
NPL	Nepal	0.55	0.43	0.56	1.00	0.50			0.60	0.43	0.77	1.00	0.54	0.52	0.50	0.47	0.44		0.60	0.43	0.77	1.00	0.54	0.52	0.50	0.47	0.44																														
NLD	Netherlands	0.84	0.88	0.84	1.00	0.86			0.86	0.88	0.90	1.00	0.84	0.82	0.86	0.86	0.76		0.86	0.88	0.90	1.00	0.84	0.82	0.86	0.86	0.76																														
NZL	New Zealand	0.82	0.87	0.80	1.00	0.85			0.85	0.87	0.89	1.00	0.80	0.81	0.85	0.78	0.72		0.85	0.87	0.89	1.00	0.80	0.81	0.85	0.78	0.72																														
NIC	Nicaragua	0.35	0.35	0.45	1.00	0.45			0.27	0.35	0.67	1.00	0.39	0.38	0.45	0.41	0.28		0.27	0.35	0.67	1.00	0.39	0.38	0.45	0.41	0.28																														
NGA	Nigeria	0.47	0.34	0.49	0.08	0.43			0.54	0.34	0.55	0.08	0.46	0.43	0.43	0.48	0.43		0.54	0.34	0.55	0.08	0.46	0.43	0.43	0.48	0.43																														
NOR	Norway	0.91	0.94	0.88	1.00	0.87			0.94	0.94	0.96	1.00	0.90	0.88	0.87	0.85	0.83		0.94	0.94	0.96	1.00	0.90	0.88	0.87	0.85	0.83																														
PAK	Pakistan	0.45	0.32	0.43	0.19	0.38			0.52	0.32	0.57	0.19	0.38	0.45	0.38	0.38	0.35		0.52	0.32	0.57	0.19	0.38	0.45	0.38	0.38	0.35																														
PAN	Panama	0.58	0.42	0.48	1.00	0.51			0.53	0.42	0.64	1.00	0.62	0.59	0.51	0.49	0.31		0.53	0.42	0.64	1.00	0.62	0.59	0.51	0.49	0.31																														
PER	Peru	0.60	0.33	0.46	1.00	0.50			0.61	0.33	0.58	1.00	0.63	0.55	0.50	0.46	0.33		0.61	0.33	0.58	1.00	0.63	0.55	0.50	0.46	0.33																														
PHL	Philippines	0.49	0.47	0.47	0.59	0.47			0.53	0.47	0.66	0.59	0.42	0.53	0.47	0.44	0.31		0.53	0.47	0.66	0.59	0.42	0.53	0.47	0.44	0.31																														
POL	Poland	0.62	0.73	0.73	1.00	0.62			0.58	0.73	0.93	1.00	0.66	0.63	0.62	0.64	0.61		0.58	0.73	0.93	1.00	0.66	0.63	0.62	0.64	0.61																														
PRT	Portugal	0.75	0.72	0.73	1.00	0.64			0.79	0.72	0.90	1.00	0.79	0.67	0.64	0.69	0.60		0.79	0.72	0.90	1.00	0.79	0.67	0.64	0.69	0.60																														
KOR	Republic of Korea	0.72	0.67	0.79	1.00	0.73			0.72	0.67	0.90	1.00	0.74	0.69	0.73	0.77	0.71		0.72	0.67	0.90	1.00	0.74	0.69	0.73	0.77	0.71																														
ROM	Romania	0.65	0.57	0.71	1.00	0.57			0.62	0.57	0.92	1.00	0.70	0.62	0.57	0.64	0.57		0.62	0.57	0.92	1.00	0.70	0.62	0.57	0.64	0.57																														
RUS	Russia	0.44	0.45	0.54	0.85	0.49			0.37	0.45	0.75	0.85	0.45	0.49	0.49	0.52	0.34		0.37	0.45	0.75	0.85	0.45	0.49	0.49	0.52	0.34																														
SEN	Senegal	0.54	0.54	0.56	1.00	0.55			0.58	0.54	0.67	1.00	0.60	0.44	0.55	0.56	0.45		0.58	0.54	0.67	1.00	0.60	0.44	0.55	0.56	0.45																														
SRB	Serbia	0.48	0.44	0.58	1.00	0.47			0.40	0.44	0.87	1.00	0.56	0.47	0.47	0.50	0.38		0.40	0.44	0.87	1.00	0.56	0.47	0.47	0.50	0.38																														
SLE	Sierra Leone	0.49	0.35	0.46	1.00	0.37			0.51	0.35	0.61	1.00	0.52	0.42	0.37	0.41	0.36		0.51	0.35	0.61	1.00	0.52	0.42	0.37	0.41	0.36																														
SGP	Singapore	0.68	0.91	0.86	1.00	0.87			0.69	0.91	0.98	1.00	0.69	0.66	0.87	0.83	0.78		0.69	0.91	0.98	1.00	0.69	0.66	0.87	0.83	0.78																														
SVN	Slovenia	0.68	0.66	0.71	1.00	0.64			0.65	0.66	0.95	1.00	0.73	0.65	0.64	0.63	0.55		0.65	0.66	0.95	1.00	0.73	0.65	0.64	0.63	0.55																														
ZAF	South Africa	0.63	0.48	0.53	1.00	0.55			0.62	0.48	0.49	1.00	0.64	0.62	0.55	0.59	0.52		0.62	0.48	0.49	1.00	0.64	0.62	0.55	0.59	0.52																														
ESP	Spain	0.73	0.72	0.73	0.98	0.68			0.72	0.72	0.87	0.98	0.78	0.70	0.68	0.67	0.66		0.72	0.72	0.87	0.98	0.78	0.70	0.68	0.67	0.66																														
LKA	Sri Lanka	0.53	0.46	0.58	1.00	0.49			0.55	0.46	0.82	1.00	0.54	0.50	0.49	0.47	0.45		0.55	0.46	0.82	1.00	0.54	0.50	0.49	0.47	0.45																														
KNA	St. Kitts and Nevis	0.59	0.67	0.72	1.00	0.61			0.64	0.67	0.82	1.00	0.72	0.41	0.61	0.75	0.57		0.64	0.67	0.82	1.00	0.72	0.41	0.61	0.75	0.57																														
LCA	St. Lucia	0.59	0.63	0.68	1.00	0.58			0.60	0.63	0.80	1.00	0.66	0.50	0.58	0.66	0.57		0.60	0.63	0.80	1.00	0.66	0.50	0.58	0.66	0.57																														
VCT	St. Vincent and the Grenadines	0.59	0.70	0.66	1.00	0.54			0.58	0.70	0.76	1.00	0.68	0.50	0.54	0.61	0.60		0.58	0.70	0.76	1.00	0.68	0.50	0.54	0.61	0.60																														
SUR	Suriname	0.47	0.51	0.59	1.00	0.47			0.49	0.51	0.73	1.00	0.55	0.37	0.47	0.51	0.53		0.49	0.51	0.73	1.00	0.55	0.37	0.47	0.51	0.53																														
SWE	Sweden	0.86	0.91	0.84	0.98	0.85			0.87	0.91	0.90	0.98	0.86	0.86	0.85	0.81	0.81		0.87	0.91	0.90	0.98	0.86	0.86	0.85	0.81	0.81																														
TZA	Tanzania	0.45	0.42	0.51	0.98	0.43			0.52	0.42	0.68	0.98	0.45	0.38	0.43	0.48	0.38		0.52	0.42	0.68	0.98	0.45	0.38	0.43	0.48	0.38																														
THA	Thailand	0.48	0.49	0.57	0.85	0.48			0.47	0.49	0.80	0.85	0.48	0.48	0.48	0.49	0.42		0.47	0.49	0.80	0.85	0.48	0.48	0.48	0.49	0.42																														
TTO	Trinidad and Tobago	0.57	0.50	0.54	1.00	0.51			0.57	0.50	0.70	1.00	0.59	0.56	0.51	0.58	0.35		0.57	0.50	0.70	1.00	0.59	0.56	0.51	0.58	0.35																														
TUN	Tunisia	0.56	0.47	0.56	0.89	0.53			0.60	0.47	0.77	0.89	0.56	0.50	0.53	0.49	0.43		0.60	0.47	0.77	0.89	0.56	0.50	0.53	0.49	0.43																														
TUR	Turkey	0.34	0.48	0.54	0.70	0.42			0.29	0.48	0.78	0.70	0.32	0.42	0.42	0.45	0.38		0.29	0.48	0.78	0.70	0.32	0.42	0.42	0.45	0.38																														
UGA	Uganda	0.40	0.26	0.44	1.00	0.42			0.41	0.26	0.54	1.00	0.38	0.40	0.42	0.45	0.33		0.41	0.26	0.54	1.00	0.38	0.40	0.42	0.45	0.33																														
UKR	Ukraine	0.54	0.33	0.56	0.88	0.42			0.46	0.33	0.75	0.88	0.61	0.55	0.42	0.54	0.37		0.46	0.33	0.75	0.88	0.61	0.55	0.42	0.54	0.37																														
ARE	United Arab Emirates	0.45	0.79	0.75	1.00	0.72			0.55	0.79	0.92	1.00	0.46	0.36	0.72	0.66	0.67		0.55	0.79	0.92	1.00	0.46	0.36	0.72	0.66	0.67																														
GBR	United Kingdom	0.82	0.83	0.79	0.92	0.82			0.84	0.83	0.91	0.92	0.82	0.80	0.82	0.73	0.75		0.84	0.83	0.91	0.92	0.82	0.80	0.82	0.73	0.75																														
USA	United States	0.74	0.74	0.70	0.89	0.73			0.73	0.74	0.83	0.89	0.72	0.77	0.73	0.64	0.63		0.73	0.74	0.83	0.89	0.72	0.77	0.73	0.64	0.63																														
URY	Uruguay	0.74	0.74	0.66	1.00	0.69			0.75	0.74	0.69	1.00	0.76	0.71	0.69	0.75	0.54		0.75	0.74	0.69	1.00	0.76	0.71	0.69	0.75	0.54																														
UZB	Uzbekistan	0.35	0.38	0.61	1.00	0.44			0.33	0.38	0.88	1.00	0.39	0.31	0.44	0.51	0.44		0.33	0.38	0.88	1.00	0.39	0.31	0.44	0.51	0.44																														
VEN	Venezuela	0.27	0.32	0.22	1.00	0.20			0.18	0.32	0.24	1.00	0.33	0.29	0.20	0.28	0.14		0.18	0.32	0.24	1.00	0.33	0.29	0.20	0.28	0.14																														
VNM	Vietnam	0.46	0.40	0.61	1.00	0.45			0.45	0.40	0.92	1.00	0.46	0.46	0.45	0.45	0.46		0.45	0.40	0.92	1.00	0.46	0.46	0.45	0.45	0.46																														
ZMB	Zambia	0.44	0.40	0.51	1.00	0.43			0.48	0.40	0.62	1.00	0.45	0.38	0.43	0.47	0.43		0.48	0.40	0.62	1.00	0.45	0.38	0.43	0.47	0.43																														
ZWE	Zimbabwe	0.34	0.31	0.49	1.00	0.38			0.33	0.31	0.63	1.00	0.35	0.33	0.38	0.46	0.37		0.33	0.31	0.63	1.00	0.35	0.33	0.38	0.46	0.37																														


WGI2017: Table 1
		Averaged Rescaled Data							Original Data										Rescaled Data																																						
				 				  	Factor 1: Limited Government Powers	Factor 2: Absence of Corruption	Factor 5.1: Crime is effectively controlled (Order and Security)	Factor 5.2: Civil conflict is effectively limited (Order and Security)	Factor 4: Fundamental Rights	Factor 3: Open Government 	Factor 6: Regulatory Enforcement	Factor 7: Civil Justice	Factor 8: Criminal Justice		Factor 1: Limited Government Powers	Factor 2: Absence of Corruption	Factor 5.1: Crime is effectively controlled (Order and Security)	Factor 5.2: Civil conflict is effectively limited (Order and Security)	Factor 4: Fundamental Rights	Factor 3: Open Government 	Factor 6: Regulatory Enforcement	Factor 7: Civil Justice	Factor 8: Criminal Justice																														
								Max	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1																														
								Min	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0																														
								Orientation	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1																														
								Assigned to	VA	CC	RL	PV	VA	VA	RQ	RL	RL		VA	CC	RL	PV	VA	VA	RQ	RL	RL																														
		WJP17VA	WJP17CC	WJP17RL	WJP17PV	WJP17RQ																																																			
AFG	Afghanistan	0.39	0.27	0.40	0.09	0.34			0.43	0.27	0.54	0.09	0.39	0.36	0.34	0.38	0.28		0.43	0.27	0.54	0.09	0.39	0.36	0.34	0.38	0.28																														
ALB	Albania	0.53	0.35	0.59	1.00	0.43			0.52	0.35	0.85	1.00	0.63	0.44	0.43	0.45	0.47	 	0.52	0.35	0.85	1.00	0.63	0.44	0.43	0.45	0.47																														
ATG	Antigua and Barbuda	0.61	0.60	0.70	1.00	0.51			0.59	0.60	0.79	1.00	0.70	0.53	0.51	0.72	0.59		0.59	0.60	0.79	1.00	0.70	0.53	0.51	0.72	0.59																														
ARG	Argentina	0.67	0.53	0.52	1.00	0.50			0.63	0.53	0.55	1.00	0.72	0.64	0.50	0.58	0.43		0.63	0.53	0.55	1.00	0.72	0.64	0.50	0.58	0.43																														
AUS	Australia	0.82	0.83	0.80	0.98	0.85			0.84	0.83	0.90	0.98	0.81	0.80	0.85	0.75	0.74		0.84	0.83	0.90	0.98	0.81	0.80	0.85	0.75	0.74																														
